number,name,position,height,weight,class,hometown,player_image
0,Victor Iwuakor,F,"6' 7""",225 lbs,JR,"Abuja, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431724.png
1,Michael Nuga,G,"6' 2""",180 lbs,SR,"Lagos, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397315.png
2,Justin Webster,G,"6' 3""",180 lbs,JR,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432918.png
3,Donovan Williams,F,"6' 6""",190 lbs,JR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592304.png
5,Jordan McCabe,G,"6' 0""",190 lbs,SR,"Kaukauna, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397100.png
10,Keshon Gilbert,G,"6' 4""",180 lbs,FR,"St. Louis, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4585618.png
12,David Muoka,C,"6' 10""",210 lbs,JR,"Hong Kong, Hong Kong",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593762.png
13,Bryce Hamilton,G,"6' 4""",205 lbs,SR,"Pasadena, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397433.png
14,Royce Hamm Jr.,F,"6' 9""",225 lbs,SR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277920.png
15,Reece Brown,F,"6' 9""",200 lbs,SO,"Albany, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703390.png
22,Josh Baker,G,"6' 4""",175 lbs,JR,"Tempe, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897538.png
24,Trey Hurlburt,G,"5' 11""",175 lbs,SR,"Las Vegas, NV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593109.png
30,James Hampshire,C,"7' 1""",240 lbs,SR,"Flagstaff, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593790.png
31,Marvin Coleman,G,"6' 3""",200 lbs,SR,"Las Vegas, NV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397437.png
34,Cameron Burist,G,"6' 3""",185 lbs,JR,"Las Vegas, NV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897539.png
