number,name,position,height,weight,class,hometown,player_image
0,Efe Abogidi,F,"6' 10""",225 lbs,SO,"Delta State, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702463.png
2,Tyrell Roberts,G,"5' 11""",175 lbs,JR,"Sacramento, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702609.png
3,Jefferson Koulibaly,G,"6' 3""",185 lbs,FR,"Montreal, PQ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702464.png
4,Myles Rice,G,"6' 2""",175 lbs,FR,"Columbia, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4709133.png
5,TJ Bamba,G,"6' 5""",215 lbs,SO,"Bronx, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4596365.png
11,DJ Rodman,F,"6' 6""",215 lbs,JR,"Newport Beach, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432103.png
12,Michael Flowers,G,"6' 1""",190 lbs,SR,"Southfield, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279455.png
13,Carlos Rosario,F,"6' 7""",180 lbs,SO,"Santo Domingo, Dominican Republic",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702465.png
14,Matt DeWolf,F,"6' 9""",235 lbs,SR,"Barrington, RI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279464.png
21,Dishon Jackson,C,"6' 10""",250 lbs,SO,"Oakland, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432926.png
22,Ryan Rapp,G,"6' 5""",189 lbs,JR,"Melbourne, VIC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433062.png
23,Andrej Jakimovski,F,"6' 8""",215 lbs,SO,"Kriva Palanka, Macedonia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702466.png
24,Noah Williams,G,"6' 5""",195 lbs,JR,"Seattle, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432850.png
32,Tony Miller,F,"6' 6""",215 lbs,SR,"Woodinville, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397296.png
33,Will Burghardt,G,"5' 11""",185 lbs,SR,"Longview, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898379.png
35,Mouhamed Gueye,F,"6' 11""",210 lbs,FR,"Dakar, Senegal",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4712863.png
