number,name,position,height,weight,class,hometown,player_image
1,Yuri Collins,G,"6' 0""",185 lbs,SO,"St. Louis, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432957.png
2,Markhi Strickland,G,"6' 5""",210 lbs,FR,"Miami, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432494.png
3,Javonte Perkins,G,"6' 6""",215 lbs,SR,"St. Louis, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592482.png
5,Francis Okoro,F,"6' 9""",235 lbs,JR,"Imo State, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397105.png
11,Rashad Williams,G,"6' 2""",185 lbs,JR,"Detroit, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4399106.png
12,Marten Linssen,F,"6' 8""",240 lbs,JR,"Dusseldorf, Germany",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279174.png
13,Andre Lorentsson,F,"6' 8""",215 lbs,FR,"Gothenburg, Sweden",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701121.png
15,Jordan Nesbitt,G,"6' 6""",200 lbs,FR,"St. Louis, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4714246.png
20,Fred Thatch Jr.,G,"6' 3""",215 lbs,SO,"Sikeston, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397199.png
22,Terrence Hargrove Jr.,F,"6' 4""",215 lbs,SO,"East Saint Louis, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592484.png
23,Lassina Traore,F,"6' 9""",215 lbs,FR,"Abidjan, Ivory Coast",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897052.png
24,Gibson Jimerson,G,"6' 5""",200 lbs,FR,"Richmond, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432008.png
30,Brandon Courtney,G,"6' 3""",200 lbs,JR,"Trenton, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397197.png
55,DeAndre Jones,G,"5' 11""",160 lbs,SR,"Boise, ID",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278267.png
