number,name,position,height,weight,class,hometown,player_image
0,Ethan Brittain-Watts,G,"6' 2""",180 lbs,JR,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431909.png
1,Garrett Pascoe,G,"6' 3""",180 lbs,JR,"Concord, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397630.png
2,Caelan Jones,G,"6' 5""",190 lbs,SO,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702488.png
3,Malcolm Chimezie,F,"6' 8""",220 lbs,FR,"Yonkers, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684448.png
5,Walter Whyte,G,"6' 6""",210 lbs,SR,"New Haven, CT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280039.png
13,Daman Tate,G,"6' 5""",190 lbs,SO,"Roxbury, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593079.png
15,Jonas Harper,G,"6' 2""",190 lbs,SR,"Stamford, CT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397631.png
20,Tarkan Taboglu,G,"6' 2""",185 lbs,JR,"San Diego, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4597892.png
21,Andrew Patnode,F,"6' 8""",230 lbs,SO,"Saratoga Springs, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702489.png
22,Anthony Morales,G,"6' 8""",195 lbs,SO,"Boston, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4590364.png
24,Miles Brewster,G,"6' 3""",175 lbs,SO,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702490.png
25,Nevin Zink,F,"6' 9""",230 lbs,JR,"Newtown, CT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397839.png
30,Javante McCoy,G,"6' 5""",180 lbs,SR,"Milwaukee, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280041.png
31,Michael Quinn,G,"6' 0""",180 lbs,JR,"Taunton, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4597893.png
34,Tim Uzoegbu,F,"6' 4""",185 lbs,JR,"Medway, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4597894.png
35,Fletcher Tynen,G,"6' 7""",195 lbs,SR,"Torrance, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397634.png
41,Sukhmail Mathon,F,"6' 10""",225 lbs,SR,"Shavertown, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280042.png
