number,name,position,height,weight,class,hometown,player_image
0,Ja'Sean Jackson,G,"6' 0""",170 lbs,FR,"San Antonio, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896504.png
1,Logan McLaughlin,G,"6' 1""",185 lbs,SO,"Carrollton, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703599.png
3,Leonardo Bettiol,F,"6' 8""",214 lbs,FR,"Rome, Italy",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896505.png
4,Damien Daniels,G,"5' 7""",140 lbs,SR,"Kansas City, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397957.png
5,Cameron Steele,F,"6' 8""",205 lbs,SO,"Excelsior, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703600.png
10,Reggie Miller,G,"6' 0""",150 lbs,SR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593747.png
11,Tobias Cameron,G,"6' 5""",210 lbs,SR,"Gold Coast, QLD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278255.png
12,Mahki Morris,G,"6' 3""",184 lbs,SR,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593748.png
13,Stevie Smith,G,"6' 6""",200 lbs,JR,"Seattle, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896506.png
15,Furaha Cadeaux de Dieu,F,"6' 8""",220 lbs,JR,"Kigali, Rwanda",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896507.png
20,Coryon Mason,G,"6' 0""",190 lbs,SR,"Oklahoma City, OK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593750.png
21,Jameson Richardson,F,"6' 8""",230 lbs,SO,"Duke, OK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703602.png
23,Airion Simmons,F,"6' 5""",264 lbs,JR,"Little Rock, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433077.png
25,Immanuel Allen,G,"6' 4""",215 lbs,JR,"Phoenix, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593749.png
34,Yuot Gai,F,"6' 11""",210 lbs,JR,"Melbourne, VIC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896508.png
