number,name,position,height,weight,class,hometown,player_image
0,Jaylen Clark,G,"6' 5""",210 lbs,SO,"Riverside, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432247.png
1,Jules Bernard,G,"6' 7""",210 lbs,SR,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397127.png
2,Cody Riley,F,"6' 9""",250 lbs,SR,"Kansas City, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278525.png
3,Johnny Juzang,G,"6' 7""",215 lbs,JR,"Tarzana, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432817.png
4,Will McClendon,G,"6' 2""",210 lbs,FR,"Las Vegas, NV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433275.png
10,Tyger Campbell,G,"5' 11""",180 lbs,JR,"Cedar Rapids, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397128.png
12,Mac Etienne,F,"6' 10""",230 lbs,FR,"New York, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4711692.png
13,Jake Kyman,G,"6' 7""",215 lbs,JR,"Aliso Viejo, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432876.png
14,Kenneth Nwuba,F,"6' 10""",255 lbs,JR,"Lagos, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397129.png
15,Myles Johnson,C,"6' 10""",255 lbs,SR,"Long Beach, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277987.png
20,Logan Cremonesi,F,"6' 8""",220 lbs,SO,"Oceanside, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702456.png
23,Peyton Watson,G,"6' 8""",200 lbs,FR,"Long Beach, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4576087.png
24,Jaime Jaquez Jr.,G,"6' 7""",225 lbs,JR,"Camarillo, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432848.png
34,David Singleton,G,"6' 4""",205 lbs,SR,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397131.png
43,Russell Stong,G,"6' 3""",190 lbs,SR,"Northridge, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4405598.png
