number,name,position,height,weight,class,hometown,player_image
0,Kyle Owens,F,"6' 8""",205 lbs,JR,"Calabasas, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592602.png
1,Lonnell Martin Jr.,G,"6' 4""",210 lbs,JR,"Flint, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897914.png
2,Cooper Kriegmont,G,"6' 1""",190 lbs,FR,"Juneau, AK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897915.png
3,Josh Vazquez,G,"6' 3""",180 lbs,JR,"Torrance, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592603.png
4,Johnny Braggs,G,"6' 3""",200 lbs,FR,"Las Vegas, NV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897916.png
5,Robby Beasley III,G,"6' 3""",190 lbs,SO,"San Ramon, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897917.png
10,John Solomon,F,"6' 8""",205 lbs,FR,"Sarasota, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897918.png
11,Cameron Parker,G,"6' 2""",170 lbs,SR,"Beaverton, OR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397999.png
12,Brandon Whitney,G,"6' 1""",180 lbs,SO,"Mission Hills, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4585617.png
13,Josh Bannan,F,"6' 9""",220 lbs,SO,"Melbourne, VIC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702058.png
22,Trey Lawrence,F,"6' 5""",--,SO,"Snohomish, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897919.png
23,Mack Anderson,F,"6' 9""",215 lbs,SR,"Bozeman, MT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397295.png
24,Freddy Brown III,G,"6' 2""",180 lbs,JR,"Seattle, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397292.png
30,Jack Wetzel,G,"6' 4""",170 lbs,FR,"Cedar Rapids, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897920.png
34,Scott Blakney,F,"6' 8""",235 lbs,SR,"Prosser, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278609.png
35,Derrick Carter-Hollinger,F,"6' 5""",215 lbs,JR,"San Diego, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592605.png
