number,name,position,height,weight,class,hometown,player_image
0,Micah Peavy,G,"6' 7""",215 lbs,SO,"Cibolo, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432185.png
1,Mike Miles,G,"6' 2""",195 lbs,SO,"Highlands, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432550.png
2,Emanuel Miller,F,"6' 7""",215 lbs,JR,"Scarborough, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432872.png
3,Francisco Farabello,G,"6' 3""",178 lbs,JR,"Canada de Gomez, Argentina",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431952.png
4,Eddie Lampkin,C,"6' 11""",268 lbs,SO,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433191.png
5,Chuck O'Bannon Jr.,F,"6' 6""",215 lbs,SR,"Las Vegas, NV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278533.png
10,Damion Baugh,G,"6' 4""",195 lbs,JR,"Nashville, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431766.png
11,Darius Ford,G,"5' 10""",142 lbs,FR,"Fort Worth, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897751.png
12,Xavier Cork,F,"6' 9""",228 lbs,JR,"Sulphur Springs, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593722.png
13,Shahada Wells,G,"6' 0""",180 lbs,SR,"Amarillo, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702056.png
14,Brandon Childress,G,"6' 4""",178 lbs,FR,"Little Rock, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897752.png
21,JaKobe Coles,F,"6' 7""",225 lbs,SO,"Denton, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432282.png
25,Souleymane Doumbia,C,"6' 11""",235 lbs,JR,"Abidjan, Ivory Coast",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897753.png
30,Harrison Young,G,"5' 11""",170 lbs,SR,"Auckland, New Zealand",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592292.png
33,Maxwell Evans,G,"6' 2""",200 lbs,SR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278123.png
35,Cole Despie,G,"6' 3""",180 lbs,FR,"San Jose, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897754.png
