number,name,position,height,weight,class,hometown,player_image
0,Jacob Gilyard,G,"5' 9""",160 lbs,SR,"Kansas City, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278378.png
1,Jason Nelson,G,"5' 10""",175 lbs,FR,"Richmond, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4710358.png
2,Souleymane Koureissi,F,"6' 9""",215 lbs,SR,"Harlem, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397190.png
3,Tyler Burton,F,"6' 7""",215 lbs,JR,"Uxbridge, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431914.png
4,Nathan Cayo,F,"6' 7""",225 lbs,SR,"Montreal, PQ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278380.png
5,Nick Sherod,G,"6' 4""",220 lbs,SR,"Richmond, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066832.png
10,Sullivan Kulju,F,"6' 6""",220 lbs,SR,"New Berlin, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278383.png
11,Marcus Randolph,G,"6' 5""",195 lbs,FR,"Willingboro, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4710356.png
12,Malcolm Dread,G,"6' 4""",210 lbs,FR,"Detroit, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4710352.png
13,Connor Crabtree,G,"6' 6""",200 lbs,JR,"Hillsborough, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396658.png
15,Matt Grace,F,"6' 9""",230 lbs,SR,"Hamilton, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397192.png
21,Isaiah Wilson,G,"6' 0""",165 lbs,SO,"Pittsburgh, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700973.png
22,Andre Gustavson,G,"6' 5""",205 lbs,SR,"Helsinki, Finland",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397193.png
24,Dji Bailey,G,"6' 5""",180 lbs,SO,"Wilson, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700974.png
25,Quentin Southall,G,"6' 3""",180 lbs,SO,"Alexandria, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700975.png
31,Jordan Gaitley,G,"6' 4""",190 lbs,SR,"Haverford, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278384.png
32,Liam Weaver,G,"6' 2""",190 lbs,FR,"Kansas City, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897057.png
33,Grant Golden,F,"6' 10""",255 lbs,SR,"Winchester, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066836.png
34,Gabe Arizin,G,"6' 4""",190 lbs,JR,"West Chester, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592473.png
35,Aiden Noyes,F,"6' 7""",190 lbs,FR,"Cincinnati, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4710359.png
