number,name,position,height,weight,class,hometown,player_image
0,Nicholas Boyd,G,"6' 3""",175 lbs,FR,"Garnerville, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702654.png
1,Madiaw Niang,F,"6' 9""",230 lbs,JR,"Dakar, Senegal",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397482.png
2,Everett Winchester,G,"6' 6""",212 lbs,SR,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067456.png
3,Giancarlo Rosado,F,"6' 8""",264 lbs,FR,"West Palm Beach, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4585611.png
4,Bryan Greenlee,G,"6' 0""",191 lbs,SO,"Gainesville, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592701.png
5,Bogdan Zimonjic,G,"6' 5""",190 lbs,FR,"Belgrade, Serbia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897475.png
10,Johnell Davis,G,"6' 3""",203 lbs,FR,"Gary, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702655.png
11,Michael Forrest,G,"6' 1""",174 lbs,JR,"Lauderhill, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397485.png
12,Tre Carroll,F,"6' 7""",227 lbs,FR,"Punta Gorda, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684289.png
15,Alijah Martin,G,"6' 2""",210 lbs,FR,"Summit, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702656.png
20,Bitumba Baruti,F,"6' 7""",230 lbs,SR,"Lubumbashi, Congo",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066634.png
21,Alejandro Ralat,G,"6' 0""",160 lbs,FR,"San Juan, Puerto Rico",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592847.png
23,Brandon Weatherspoon,G,"6' 4""",186 lbs,SO,"Canton, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897476.png
32,Brant Ulmer,F,"6' 7""",201 lbs,FR,"Live Oak, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592848.png
35,Dardan Kapiti,F,"6' 10""",213 lbs,SO,"Prishtina, Kosovo",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432013.png
50,Vladislav Goldin,C,"7' 1""",240 lbs,FR,"Nalchick, Russia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700818.png
