number,name,position,height,weight,class,hometown,player_image
0,Houston Mallette,G,"6' 5""",185 lbs,FR,"Alameda, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4709141.png
1,Mike Mitchell Jr.,G,"6' 2""",185 lbs,FR,"San Jose, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897176.png
2,Darryl Polk Jr.,G,"5' 9""",155 lbs,SR,"Long Beach, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397696.png
3,Keith Fisher III,F,"6' 8""",225 lbs,SR,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066740.png
5,Jade' Smith,G,"6' 4""",185 lbs,SR,"Oakland, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280202.png
10,Paul Jordan,F,"6' 6""",200 lbs,FR,"Sea Cliff, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897177.png
11,Carson Basham,C,"6' 10""",240 lbs,FR,"Phoenix, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4699582.png
12,Kendall Munson,F,"6' 7""",220 lbs,SO,"Seattle, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433229.png
13,Malachy Caffrey,G,"6' 1""",170 lbs,SO,"Yakima, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4706564.png
14,Jay Yoon,G,"6' 4""",195 lbs,SR,"Arcadia, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397698.png
22,Majok Deng,G,"6' 4""",190 lbs,SO,"Tucson, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431803.png
24,Maxwell Lewis,F,"6' 7""",195 lbs,FR,"Las Vegas, NV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684286.png
31,Jan Zidek,F,"6' 9""",240 lbs,JR,"Prague, Czech Republic",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593792.png
34,Victor Ohia Obioha,C,"6' 9""",220 lbs,SR,"Owerri, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397694.png
35,Aladji Gassama,F,"6' 9""",210 lbs,FR,"Bamako, Mali",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897178.png
55,Braun Hartfield,G,"6' 5""",195 lbs,SR,"Cleveland, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067460.png
