number,name,position,height,weight,class,hometown,player_image
0,Travis Anderson,G,"6' 0""",175 lbs,JR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397407.png
1,Kalib Clinton,F,"6' 5""",--,FR,"Jefferson, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896984.png
2,Emorie Knox,G,"6' 0""",170 lbs,SO,"Myrtle Beach, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4590397.png
4,Deontaye Buskey,G,"6' 1""",160 lbs,SR,"Daphne, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278684.png
10,Jamir Moore,G,"6' 5""",200 lbs,JR,"Miami, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397409.png
11,Ja'Quavian Florence,G,"6' 4""",200 lbs,SO,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702026.png
12,Claudell Harris Jr.,G,"6' 3""",--,FR,"Hahnville, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896985.png
13,Tahlik Chavez,G,"6' 2""",160 lbs,SO,"Arlington, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703010.png
14,Taje' Kelly,F,"6' 8""",--,FR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896986.png
15,Matt Davis,G,"6' 6""",170 lbs,FR,"Johns Creek, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4708996.png
20,Tyler Schaafsma,G,"6' 2""",185 lbs,FR,"Charleston, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896987.png
21,Imajae Dodd,F,"6' 7""",255 lbs,JR,"Snow Hill, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431947.png
22,Sadarius Bowser,C,"6' 9""",230 lbs,SR,"Gaffney, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397413.png
23,Sean Price,G,"6' 4""",210 lbs,SR,"Port Charlotte, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278689.png
24,A.J. Hamrick,F,"6' 9""",--,FR,"Rock Hill, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896988.png
30,Jacob Shadders,G,"6' 2""",--,FR,"Pittsford, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896989.png
34,Cheikh Faye,F,"6' 7""",210 lbs,JR,"Fatick, Senegal",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703236.png
