number,name,position,height,weight,class,hometown,player_image
0,Darius Johnson,G,"6' 1""",190 lbs,FR,"Boyds, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684809.png
1,Tony Johnson Jr.,G,"6' 3""",185 lbs,JR,"Eufaula, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432894.png
2,Darius Perry,G,"6' 2""",185 lbs,SR,"Marietta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277878.png
3,Isaiah Adams,F,"6' 6""",210 lbs,SO,"Jacksonville, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433527.png
4,Jamille Reynolds,F,"6' 10""",285 lbs,SO,"Saint Petersburg, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432407.png
5,P.J. Edwards,G,"6' 4""",200 lbs,FR,"Springfield, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4710427.png
10,Levy Renaud,G,"6' 2""",185 lbs,SR,"Fort Lauderdale, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396672.png
11,Tyem Freeman,G,"6' 6""",210 lbs,SO,"Springfield, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897194.png
12,Ed'Xavior Rhodes,F,"6' 9""",210 lbs,FR,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4612130.png
13,Brandon Mahan,G,"6' 5""",205 lbs,SR,"Birmingham, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396917.png
20,Sean Mobley,F,"6' 8""",235 lbs,SR,"Orlando, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278418.png
21,C.J. Walker,F,"6' 8""",205 lbs,JR,"Sanford, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592403.png
22,Darin Green Jr.,G,"6' 4""",185 lbs,JR,"Charlotte, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593839.png
24,Dre Fuller Jr.,G,"6' 5""",215 lbs,JR,"Fayetteville, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396670.png
25,Ryan Anders,F,"6' 6""",235 lbs,SR,"Tampa, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396674.png
34,Cheikh Mbacke Diong,F,"6' 11""",235 lbs,SR,"Dakar, Senegal",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278951.png
