number,name,position,height,weight,class,hometown,player_image
0,Khydarius Smith,F,"6' 8""",205 lbs,JR,"Fort Mill, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433079.png
1,Quentin Hodge,G,"6' 5""",191 lbs,SO,"Sumter, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702220.png
2,Cartier Jernigan,G,"6' 1""",181 lbs,JR,"Charlotte, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592765.png
3,Mysta Goodloe,G,"6' 5""",220 lbs,JR,"Winston-Salem, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592766.png
4,Jalen Breazeale,G,"5' 10""",155 lbs,FR,"Roebuck, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897648.png
5,Bryson Mozone,G,"6' 6""",205 lbs,SR,"North Augusta, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397835.png
11,Jordan Gainey,G,"6' 4""",175 lbs,FR,"Tucson, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897649.png
12,Dalvin White,G,"5' 10""",162 lbs,SR,"Norcross, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397832.png
14,Floyd Rideau Jr.,G,"6' 4""",173 lbs,FR,"Lake Wales, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4704083.png
22,Thomas Sheida,G,"6' 1""",191 lbs,SO,"Bunbury, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592768.png
23,Dave Dickerson III,G,"6' 5""",213 lbs,SO,"Inman, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702221.png
24,Nick Alves,G,"6' 6""",185 lbs,JR,"Melbourne, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897650.png
25,Jatayveous Watson,F,"6' 8""",232 lbs,JR,"Newnan, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592770.png
34,Josh Aldrich,G,"6' 8""",224 lbs,SR,"Wilmington, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397838.png
35,Ahmir Langlais,F,"6' 8""",220 lbs,JR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593724.png
