number,name,position,height,weight,class,hometown,player_image
0,Will Richardson,G,"6' 5""",180 lbs,SR,"Hinesville, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397101.png
1,N'Faly Dante,C,"6' 11""",230 lbs,JR,"Bamako, Mali",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592401.png
4,Sam Muhlheim,G,"6' 3""",185 lbs,JR,--,https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4912211.png
5,De'Vion Harmon,G,"6' 2""",198 lbs,JR,"Denton, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431703.png
10,Gabe Reichle,G,"6' 2""",175 lbs,SO,"Wilsonville, OR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702388.png
11,Rivaldo Soares,G,"6' 6""",205 lbs,JR,"Boston, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898116.png
12,James Cooper,G,"6' 7""",210 lbs,FR,--,https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4912212.png
13,Quincy Guerrier,F,"6' 8""",220 lbs,JR,"Montreal, PQ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432996.png
14,Ethan Butler,F,"6' 6""",205 lbs,FR,"Toronto, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898117.png
15,Lok Wur,F,"6' 9""",200 lbs,SO,"Omaha, NE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4565434.png
22,Franck Kepnang,C,"6' 11""",225 lbs,SO,"Yaounde, Cameroon",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4711400.png
24,Brady Parris,G,"6' 1""",185 lbs,JR,--,https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4902474.png
32,Nate Bittle,C,"7' 0""",215 lbs,FR,"Central Point, OR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432586.png
33,Isaac Johnson,C,"7' 0""",225 lbs,FR,"American Fork, UT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898118.png
42,Jacob Young,G,"6' 3""",185 lbs,SR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066326.png
50,Eric Williams Jr.,F,"6' 7""",200 lbs,SR,"Port Huron, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278490.png
