number,name,position,height,weight,class,hometown,player_image
0,Evan Guillory,G,"6' 4""",208 lbs,FR,"Springfield, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898005.png
1,Aaron Deloney,G,"6' 0""",165 lbs,JR,"Portland, OR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431940.png
2,Sam Alamutu,G,"6' 5""",215 lbs,FR,"Ajax, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898006.png
4,Kameron Gibson,G,"6' 3""",190 lbs,SR,"Cincinnati, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398273.png
5,Duncan Demuth,F,"6' 8""",210 lbs,SR,"Seminole, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397044.png
12,Bailey Patella,F,"6' 5""",185 lbs,SR,"Lenox, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278246.png
14,Isaiah Powell,F,"6' 6""",220 lbs,SR,"Albany, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592945.png
15,Finn Sullivan,G,"6' 4""",195 lbs,SR,"San Diego, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397759.png
20,Eric Beckett,G,"6' 4""",225 lbs,JR,"Ajax, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432942.png
21,Justin Mazzulla,G,"6' 3""",195 lbs,SR,"Johnston, RI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278493.png
24,Ben Shungu,G,"6' 2""",200 lbs,SR,"South Burlington, VT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066789.png
25,Michel Ndayishimiye,G,"5' 10""",180 lbs,FR,"Burlington, VT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898007.png
32,Nick Fiorillo,F,"6' 7""",210 lbs,SO,"Scarborough, ME",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592946.png
34,Georges Lefebvre,F,"6' 9""",200 lbs,SO,"Montreal, PQ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701185.png
35,Ryan Davis,F,"6' 8""",250 lbs,SR,"Schaumburg, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396597.png
42,Tomas Murphy,F,"6' 8""",230 lbs,SR,"Wakefield, RI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279222.png
55,Robin Duncan,G,"6' 5""",190 lbs,SR,"Evansville, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396594.png
