number,name,position,height,weight,class,hometown,player_image
0,Rip Economou,G,"6' 8""",190 lbs,JR,"Santa Monica, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395999.png
1,Vas Pandza,G,"6' 8""",210 lbs,FR,"Leeds, England",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702010.png
2,Darrion Trammell,G,"5' 10""",165 lbs,SO,"Marin City, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702011.png
5,Cameron Tyson,G,"6' 2""",190 lbs,SO,"Bothell, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397285.png
10,Aaron Nettles,G,"6' 0""",175 lbs,SR,"Seattle, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280184.png
11,Riley Grigsby,G,"6' 6""",220 lbs,JR,"San Jose, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396001.png
12,Brody Nunn,G,"6' 1""",175 lbs,FR,"Melbourne, VIC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896941.png
13,Kyree Brown,G,"6' 0""",170 lbs,SO,"Oakland, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896942.png
14,Matt Vail,F,"6' 5""",190 lbs,SO,"Stanwood, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396004.png
15,Emeka Udenyi,F,"6' 6""",225 lbs,JR,"Oakland, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702013.png
21,Viktor Rajkovic,F,"6' 6""",210 lbs,FR,"Mill Valley, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702014.png
24,Nate Robinson,G,"6' 4""",185 lbs,JR,"Walnut Creek, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702015.png
25,Brandton Chatfield,F,"6' 10""",225 lbs,FR,"Orofino, ID",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592671.png
33,Kobe Williamson,G,"6' 8""",225 lbs,FR,"Melbourne, VIC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702017.png
35,Matthew Levis,G,"6' 1""",175 lbs,FR,"Portland, OR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702018.png
41,Jaren Nafarrete,G,"5' 7""",140 lbs,FR,"San Diego, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433054.png
45,Clancy Bird,F,"6' 9""",200 lbs,FR,"Sydney, NSW",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896943.png
55,Joe Wall,F,"6' 7""",215 lbs,SO,"Portland, OR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396005.png
