number,name,position,height,weight,class,hometown,player_image
0,Yahuza Rasas,F,"6' 7""",200 lbs,SR,"St. Louis, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594119.png
1,Galen Alexander,F,"6' 6""",220 lbs,SR,"Breaux Bridge, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278082.png
2,AJ Lawson,G,"6' 5""",205 lbs,SR,"Bryan, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897771.png
3,PJ Henry,G,"5' 10""",170 lbs,JR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431987.png
4,Bryson Etienne,G,"6' 3""",190 lbs,SR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594120.png
5,Joirdon Karl Nicholas,F,"6' 9""",220 lbs,SR,"Pearland, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278623.png
11,Jordan Gilliam,G,"6' 5""",175 lbs,SR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397615.png
12,John Jones,G,"6' 0""",165 lbs,SR,"Baton Rouge, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278696.png
14,Kolby Granger,G,"6' 5""",180 lbs,FR,"Missouri City, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897772.png
15,Justin Hopkins,F,"6' 5""",205 lbs,SR,"Huntsville, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067629.png
20,Kehlin Farooq,G,"6' 5""",180 lbs,SO,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897773.png
23,Shaqir O'Neal,F,"6' 7""",185 lbs,FR,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684156.png
24,John Walker III,F,"6' 9""",200 lbs,SR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278121.png
25,Grayson Carter,F,"6' 10""",225 lbs,SR,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397075.png
32,Andrew Malveaux III,G,"5' 10""",170 lbs,JR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705525.png
42,Davon Barnes,F,"6' 5""",215 lbs,FR,"Memphis, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897774.png
44,Brison Gresham,F,"6' 9""",240 lbs,SR,"New Orleans, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066799.png
