number,name,position,height,weight,class,hometown,player_image
0,D.J. Hughes,F,"6' 6""",230 lbs,FR,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684308.png
1,Bo Hodges,G,"6' 5""",210 lbs,SR,"Nashville, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280018.png
2,Aaron Thompson,G,"6' 2""",190 lbs,SR,"Glenn Dale, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278552.png
3,Chuck Harris,G,"6' 2""",195 lbs,SO,"Ashburn, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701551.png
4,Ty Groce,F,"6' 8""",220 lbs,SR,"Ypsilanti, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067382.png
5,Myles Wilmoth,F,"6' 9""",220 lbs,SO,"Chestnut Ridge, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433560.png
10,Bryce Nze,F,"6' 7""",235 lbs,SR,"Hartland, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067439.png
12,Myles Tate,G,"6' 0""",165 lbs,SO,"Roebuck, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4572452.png
13,Jayden Taylor,G,"6' 4""",190 lbs,FR,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4589483.png
14,Pierce Thomas,G,"6' 5""",205 lbs,FR,"Brownsburg, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684157.png
25,Christian David,F,"6' 6""",220 lbs,SR,"Milton, DE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278554.png
30,Mike Parker,F,"6' 6""",210 lbs,JR,"Wilmington, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592450.png
33,Bryce Golden,F,"6' 9""",245 lbs,SR,"Richmond, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397026.png
35,John-Michael Mulloy,F,"6' 10""",235 lbs,JR,"Carmel, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432870.png
41,Simas Lukosius,G,"6' 6""",230 lbs,FR,"Kaunas, Lithuania",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897411.png
52,Jair Bolden,G,"6' 3""",220 lbs,SR,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066872.png
