number,name,position,height,weight,class,hometown,player_image
0,Ethan Claycomb,F,"6' 7""",205 lbs,SR,"Vincennes, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067013.png
1,Juston Betz,G,"6' 3""",190 lbs,SR,"New Albany, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700822.png
2,Alec Pfriem,G,"6' 5""",205 lbs,JR,"Cincinnati, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700823.png
4,Landin Hacker,G,"6' 0""",180 lbs,FR,"Greenwood, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897009.png
5,Ben Johnson,G,"6' 3""",185 lbs,FR,"Lexington, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897010.png
10,Garrett Tipton,G,"6' 4""",195 lbs,JR,"Columbus, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700825.png
13,Dylan Penn,G,"6' 3""",190 lbs,SR,"Evansville, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700826.png
14,Sam DeVault,F,"6' 10""",220 lbs,JR,"Evansville, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432966.png
20,Jaylen Fairman,G,"6' 2""",180 lbs,FR,"Jeffersonville, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897011.png
22,Bash Wieland,G,"6' 6""",205 lbs,JR,"Cincinnati, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700827.png
23,Ayden Mudd,F,"6' 7""",195 lbs,FR,"Louisville, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897012.png
24,Eli Roberts,F,"6' 7""",220 lbs,JR,"Louisville, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700828.png
25,CJ Fleming,G,"6' 0""",180 lbs,SR,"Cincinnati, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700829.png
30,Nick Thelen,F,"6' 7""",217 lbs,JR,"Edgewood, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700830.png
33,Baylor Younker,C,"6' 10""",220 lbs,JR,"Knoxville, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700831.png
34,Drew Comer,G,"6' 4""",185 lbs,SO,"Greensburg, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700832.png
42,Curt Hopf,F,"6' 8""",220 lbs,FR,"Montgomery, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897013.png
55,Zac Jennings,G,"6' 5""",205 lbs,SO,"Burlington, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700824.png
