number,name,position,height,weight,class,hometown,player_image
0,Jalen Finch,G,"6' 1""",165 lbs,JR,"Raleigh, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703243.png
1,Demaree King,G,"6' 0""",180 lbs,JR,"Tulsa, OK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703244.png
2,Semaj Henderson,G,"6' 2""",180 lbs,FR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703245.png
3,Maros Zeliznak,C,"6' 11""",265 lbs,JR,"Kosice, Slovakia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398323.png
4,Marcellus Brigham Jr.,F,"6' 7""",210 lbs,FR,"Memphis, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703246.png
5,Caleb Byrd,G,"6' 1""",160 lbs,FR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702737.png
10,Juwan Perdue,F,"6' 6""",200 lbs,SO,"Sumter, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433059.png
11,Kayne Henry,F,"6' 7""",210 lbs,SR,"London, England",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593671.png
13,Jay Pal,F,"6' 9""",190 lbs,SO,"Omaha, NE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703247.png
15,JJ Platt,G,"6' 1""",180 lbs,FR,"Nashville, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703248.png
20,Tanguy Touze,G,"6' 3""",--,FR,"Pontault-Combault, France",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898253.png
22,Jalen Gibbs,G,"6' 3""",185 lbs,SR,"Indian Head, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278993.png
23,Darian Adams,G,"6' 3""",200 lbs,SR,"Montgomery, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067814.png
24,Amanze Ngumezi,F,"6' 9""",245 lbs,JR,"Savannah, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395720.png
50,Brandon Huffman,C,"6' 10""",255 lbs,SR,"Goldsboro, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277912.png
55,Cam Pope,G,"6' 1""",180 lbs,FR,"Louisville, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898254.png
