number,name,position,height,weight,class,hometown,player_image
0,Myreon Jones,G,"6' 3""",175 lbs,SR,"Birmingham, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397238.png
1,CJ Felder,F,"6' 7""",231 lbs,JR,"Sumter, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592180.png
3,Alex Klatsky,G,"6' 4""",185 lbs,SO,"Colts Neck, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432023.png
4,Anthony Duruji,F,"6' 7""",209 lbs,SR,"Germantown, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279008.png
10,Elijah Kennedy,G,"6' 3""",185 lbs,FR,"Virginia Beach, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4879743.png
11,Keyontae Johnson,F,"6' 5""",229 lbs,SR,"Norfolk, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395714.png
12,Colin Castleton,F,"6' 11""",231 lbs,SR,"Deland, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397204.png
14,Kowacie Reeves,G,"6' 6""",182 lbs,FR,"Macon, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4683757.png
20,Jack May,G,"6' 4""",175 lbs,SO,"Boca Raton, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702252.png
22,Tyree Appleby,G,"6' 1""",163 lbs,SR,"Jacksonville, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280299.png
23,Brandon McKissic,G,"6' 3""",185 lbs,SR,"Ferguson, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280190.png
24,Phlandrous Fleming Jr.,G,"6' 5""",205 lbs,SR,"Athens, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278688.png
32,Tuongthach Gatkek,F,"6' 9""",172 lbs,SO,"Portland, ME",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896453.png
33,Jason Jitoboh,C,"6' 11""",305 lbs,JR,"Abuja, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431788.png
44,Niels Lane,G,"6' 5""",206 lbs,SO,"Freehold, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4565449.png
