number,name,position,height,weight,class,hometown,player_image
0,Dru Kuxhausen,G,"5' 11""",187 lbs,SR,"Scottsbluff, NE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593774.png
1,Daylen Kountz,G,"6' 4""",190 lbs,SR,"Denver, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397060.png
2,Matt Johnson II,G,"6' 2""",190 lbs,SR,"Aurora, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897941.png
3,Tre'Shon Smoots,G,"6' 1""",190 lbs,JR,"Sacramento, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397308.png
4,Dawson Mohr,G,"6' 3""",190 lbs,FR,"Scottsbluff, NE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897942.png
5,Dalton Knecht,G,"6' 6""",197 lbs,JR,"Thornton, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897943.png
10,Jamel Melvin,F,"6' 11""",205 lbs,SO,"Mclean, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702083.png
11,Zach Bloch,G,"6' 1""",165 lbs,FR,"Lawrence, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897944.png
12,Connor Creech,G,"6' 5""",200 lbs,SO,"Hastings, NE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702084.png
13,Bodie Hume,G,"6' 8""",205 lbs,SR,"Sterling, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397311.png
15,Kur Jongkuch,F,"6' 9""",220 lbs,SR,"Ottawa, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897945.png
21,Bryce Kennedy,F,"6' 7""",200 lbs,SO,"Allen, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702085.png
22,Bailon Black,G,"6' 4""",175 lbs,FR,"Phoenix, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897946.png
24,Trent Hudgens Jr.,G,"6' 0""",163 lbs,FR,"Phoenix, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701187.png
25,Jalen Page,G,"6' 5""",205 lbs,SO,"Boulder, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702087.png
32,Theo Hughes,C,"7' 0""",260 lbs,SO,"Brentwood, England",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702088.png
