number,name,position,height,weight,class,hometown,player_image
0,Kieffer Punter,G,"6' 5""",175 lbs,JR,"Bronx, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702044.png
1,TK Smith,G,"6' 5""",185 lbs,JR,"Memphis, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703552.png
5,Christyon Eugene,G,"6' 3""",--,SO,"Spring, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897147.png
10,Zay Williams,F,"6' 9""",190 lbs,JR,"Birmingham, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397711.png
11,Desmond Williams,G,"6' 1""",165 lbs,SO,"Montgomery, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593930.png
12,Kirk Cole,G,"6' 2""",160 lbs,FR,"Yukon, OK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897148.png
13,Khalyl Waters,F,"6' 5""",190 lbs,SR,"Douglasville, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593931.png
14,Jakevan Leftridge,G,"6' 7""",180 lbs,SO,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432030.png
15,Duke Miles,G,"6' 2""",175 lbs,FR,"Montgomery, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702049.png
20,Nick O'Brien,G,"6' 0""",180 lbs,FR,"Troy, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702051.png
21,Duke Deen,G,"5' 8""",--,FR,"Shreveport, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897149.png
22,Rifen Miguel,F,"6' 8""",240 lbs,JR,"Luanda, Angola",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703533.png
23,Efe Odigie,F,"6' 9""",240 lbs,JR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397868.png
24,Nick Stampley,F,"6' 6""",210 lbs,SR,"Broward County, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593932.png
30,Christian Turner,F,"6' 7""",220 lbs,FR,"Grand Prairie, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702052.png
32,Lydell Geffrard,F,"6' 8""",245 lbs,JR,"New York, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702053.png
34,DJ Roberts,G,"6' 1""",160 lbs,FR,"Monroeville, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897150.png
35,Nate Tshimanga,F,"6' 10""",230 lbs,FR,"Montreal, PQ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4709322.png
