number,name,position,height,weight,class,hometown,player_image
0,Raheim Sullivan,G,"6' 1""",175 lbs,SR,"Toronto, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703830.png
1,Rollin Belton,C,"6' 8""",220 lbs,FR,"Jonesboro, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896377.png
2,Ricardo Wright,G,"6' 4""",185 lbs,SO,"Eustis, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703831.png
10,Jao Ituka,G,"6' 1""",196 lbs,FR,"Gaithersburg, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896378.png
11,Victor Enoh,C,"6' 7""",250 lbs,SR,"Decatur, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278286.png
13,Matt Herasme,G,"6' 3""",180 lbs,SR,"Chester, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398413.png
15,Jordan Jones,C,"6' 8""",205 lbs,SR,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067302.png
20,Terrence Echols,G,"6' 2""",185 lbs,SR,"Fayetteville, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703832.png
21,Tyler Saint-Furcy,G,"6' 4""",180 lbs,JR,"Inwood, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593333.png
22,Noah Harris,G,"6' 1""",175 lbs,FR,"Manalapan, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896379.png
23,Javon Cooley,F,"6' 5""",185 lbs,SO,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703833.png
24,Braden Bell,F,"6' 7""",190 lbs,SR,"Rowlett, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593334.png
25,Samkelo Cele,F,"6' 5""",210 lbs,SR,"Durban, South Africa",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703202.png
50,Thomas Butticelli,F,"6' 4""",185 lbs,FR,"Commack, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4902728.png
