number,name,position,height,weight,class,hometown,player_image
0,Keyshaun Langley,G,"6' 1""",175 lbs,JR,"High Point, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431864.png
2,A.J. Williams,G,"6' 0""",180 lbs,FR,"Richmond, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897369.png
3,Kobe Langley,G,"6' 1""",180 lbs,JR,"High Point, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433026.png
4,Mohammed Abdulsalam,F,"6' 9""",255 lbs,SR,"Ibadan, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398232.png
10,De'Monte Buckingham,G,"6' 4""",220 lbs,SR,"Richmond, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066833.png
11,J.C. Tharrington,G,"6' 1""",180 lbs,JR,"Charlotte, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433098.png
12,Khyre Thompson,F,"6' 6""",200 lbs,JR,"Kernersville, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398234.png
13,Miles Jones,F,"6' 6""",215 lbs,JR,"Radford, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592762.png
14,Jalen White,F,"6' 5""",240 lbs,JR,"Saint Petersburg, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594139.png
20,Reggie Raynor,G,"6' 5""",205 lbs,SO,"Fayetteville, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703827.png
22,Jalen Breath,F,"6' 8""",225 lbs,FR,"Oklahoma City, OK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897370.png
24,Dante Treacy,G,"6' 0""",170 lbs,SR,"Orlando, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397989.png
33,Bas Leyte,F,"6' 10""",220 lbs,JR,"Bergen op Zoom, Netherlands",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593682.png
44,Kaleb Hunter,G,"6' 4""",190 lbs,SR,"Louisburg, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280038.png
NA,Jevon Johnson,G,"6' 3""",170 lbs,FR,"Durham, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4913754.png
