number,name,position,height,weight,class,hometown,player_image
0,Asa McCord,F,"6' 6""",210 lbs,JR,"Saratoga Springs, UT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702366.png
1,Le'Tre Darthard,G,"6' 4""",180 lbs,SO,"Denton, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702362.png
2,Tim Ceaser,F,"6' 9""",210 lbs,SO,"Marion, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593882.png
3,Blaze Nield,G,"6' 1""",185 lbs,JR,"Lehi, UT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593745.png
4,Trey Woodbury,G,"6' 4""",200 lbs,JR,"Las Vegas, NV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397434.png
5,Tim Fuller,F,"6' 9""",235 lbs,SO,"Gilbert, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397392.png
10,Jaden McClanahan,G,"5' 10""",175 lbs,SO,"Vallejo, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702365.png
11,Fardaws Aimaq,C,"6' 11""",245 lbs,JR,"Vancouver, BC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398226.png
13,Colby Leifson,G,"6' 4""",190 lbs,SO,"Suwanee, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066653.png
14,Claude McKesey,G,"6' 0""",185 lbs,JR,"View Park, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4604247.png
15,Connor Harding,G,"6' 6""",185 lbs,JR,"Pocatello, ID",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397648.png
20,Brady Arbon,F,"6' 5""",--,FR,"Grantsville, UT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896968.png
21,Trey Farrer,F,"6' 9""",235 lbs,SO,"St. George, UT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702363.png
22,Jordan Battle,G,"6' 2""",200 lbs,FR,"Chesapeake, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896969.png
24,Justin Harmon,G,"6' 4""",180 lbs,SO,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896970.png
35,Tyrel Phillips,G,"6' 1""",205 lbs,SO,"Rigby, ID",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702367.png
45,Brock Anderson,F,"6' 8""",230 lbs,SO,"Riverton, UT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702360.png
