number,name,position,height,weight,class,hometown,player_image
0,Chauncey Sterling,G,"6' 0""",180 lbs,JR,"Willingboro, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897180.png
1,James Lee,G,"6' 3""",180 lbs,JR,"Frederick, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897181.png
2,Dylan O'Hearn,G,"6' 4""",185 lbs,SR,"Windsor, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701158.png
3,Jacob Mansson,G,"6' 7""",175 lbs,FR,"Malmo, Sweden",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897182.png
5,Miles Coleman,F,"6' 5""",210 lbs,SR,"West Palm Beach, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701159.png
10,Eyal Nankin,F,"6' 8""",220 lbs,FR,"Ra'anana, Israel",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897183.png
13,Jason Murphy,F,"6' 8""",240 lbs,SO,"Owings Mills, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592280.png
15,Matt Faw,F,"6' 9""",225 lbs,SR,"King Of Prussia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280072.png
21,Souleymane Diakite,F,"6' 9""",230 lbs,SR,"Bamako, Mali",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396754.png
23,Antwuan Butler,G,"6' 0""",205 lbs,SR,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398043.png
24,Mekhi Gray,G,"6' 4""",190 lbs,SO,"Montrose, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701160.png
25,Keeshawn Mason,F,"6' 8""",225 lbs,FR,"Shawnee, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4710326.png
33,Kjell de Graaf,F,"6' 10""",230 lbs,JR,"Rotterdam, Netherlands",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396755.png
35,Da'mir Faison,F,"6' 7""",200 lbs,SO,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432978.png
