number,name,position,height,weight,class,hometown,player_image
0,Alex Caldwell,G,"6' 0""",160 lbs,SR,"Columbia, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4715106.png
1,Ja'Darius Harris,G,"6' 2""",173 lbs,JR,"Trenton, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593705.png
2,Kris Monroe,F,"6' 8""",212 lbs,SR,"Raleigh, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397106.png
3,Asanti Price,G,"6' 5""",170 lbs,JR,"Columbia, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432083.png
4,Dontavius King,G,"6' 7""",240 lbs,SR,"Greenville, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4598389.png
5,Justin Wright,G,"6' 1""",200 lbs,SO,"Greenville, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4704109.png
10,Samuel Keita,F,"6' 10""",216 lbs,JR,"London, England",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898287.png
11,Marque Maultsby,G,"6' 3""",165 lbs,JR,"Raleigh, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396576.png
13,Terrence Crawford,G,"6' 2""",170 lbs,--,"Graham, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4902435.png
21,Eric Boone,G,"6' 2""",190 lbs,JR,"Lexington, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702114.png
22,Chris Daniels,G,"6' 0""",175 lbs,FR,"Raleigh, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898288.png
23,Cameron Butler,F,"6' 10""",205 lbs,JR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898289.png
24,Nicolas Fennell,G,"6' 4""",160 lbs,SR,"Bowie, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398240.png
25,Timmy Adedire,G,"6' 4""",205 lbs,FR,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4902436.png
44,Randy Miller Jr.,G,"6' 2""",182 lbs,SR,"Odenton, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398239.png
