number,name,position,height,weight,class,hometown,player_image
0,Eli Scott,G,"6' 6""",232 lbs,SR,"Chino Hills, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280158.png
1,Dameane Douglas,G,"6' 7""",205 lbs,JR,"Hanford, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397669.png
2,Joe Quintana,G,"6' 2""",165 lbs,SR,"West Covina, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280163.png
3,Gary Harris,G,"6' 6""",200 lbs,SO,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896977.png
4,David Elliott IV,G,"6' 3""",185 lbs,FR,"Granada Hills, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896978.png
10,Quentin Jackson Jr.,G,"6' 3""",185 lbs,SR,"Cary, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066968.png
11,Kwane Marble II,G,"6' 5""",206 lbs,JR,"Denver, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593129.png
12,Jalin Anderson,G,"6' 3""",175 lbs,SO,"Jackson, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701211.png
13,Lamaj Lewis,G,"6' 6""",205 lbs,FR,"Paramount, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896979.png
14,James Nobles,G,"6' 4""",160 lbs,FR,"North Hollywood, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896980.png
20,Cam Shelton,G,"6' 2""",185 lbs,SR,"Chino, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397305.png
23,Mayoum Mayoum,G,"6' 4""",180 lbs,SO,"Melbourne, VIC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701214.png
24,Alex Merkviladze,F,"6' 8""",230 lbs,SO,"Kutaisi, Georgia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702495.png
34,Keli Leaupepe,F,"6' 6""",245 lbs,JR,"Melbourne, VIC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432031.png
35,Ivan Alipiev,F,"6' 8""",215 lbs,SR,"Sofia, Bulgaria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397668.png
41,Kian Nader,G,"6' 1""",170 lbs,SO,"Tarzana, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4902782.png
42,Anthony Yu,G,"6' 2""",175 lbs,SO,"Foster City, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701212.png
