number,name,position,height,weight,class,hometown,player_image
0,Jaylon Gentry,G,"5' 9""",175 lbs,JR,"Brown Deer, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897250.png
1,Matt Mims,G,"6' 0""",175 lbs,SO,"Cedar Rapids, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398338.png
2,Zeke Mayo,G,"6' 3""",179 lbs,FR,"Lawrence, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897251.png
3,Baylor Scheierman,G,"6' 6""",205 lbs,SO,"Aurora, NE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593841.png
10,David Wingett,G,"6' 7""",210 lbs,SO,"Winnebago, NE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396637.png
13,Luke Appel,F,"6' 8""",235 lbs,JR,"Marshalltown, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702644.png
15,Noah Freidel,G,"6' 4""",200 lbs,SO,"Tea, SD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431956.png
22,Aaron Fiegen,F,"6' 7""",200 lbs,SO,"Madison, SD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398339.png
30,Charlie Easley,G,"6' 2""",185 lbs,SO,"Lincoln, NE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592707.png
32,Matt Dentlinger,F,"6' 8""",240 lbs,JR,"Arcadia, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279530.png
33,Broden Lien,F,"6' 8""",235 lbs,FR,"Flom, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897252.png
34,Alex Arians,G,"6' 4""",200 lbs,JR,"Madison, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279531.png
35,Douglas Wilson,F,"6' 7""",220 lbs,SR,"Des Moines, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593842.png
