number,name,position,height,weight,class,hometown,player_image
0,Russell Jones Jr.,G,"5' 8""",175 lbs,JR,"Blythewood, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592771.png
1,Toneari Lane,G,"6' 5""",210 lbs,SO,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702226.png
2,Sin'Cere McMahon,G,"6' 1""",167 lbs,SO,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703879.png
3,Micheal Anumba,G,"6' 4""",220 lbs,SR,"Reggio Emilia, Italy",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397840.png
4,Kelton Talford,F,"6' 7""",195 lbs,SO,"Great Falls, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4576140.png
5,Patrick Good,G,"6' 0""",175 lbs,SR,"Johnson City, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067769.png
10,Cameron Whiteside,G,"6' 5""",195 lbs,JR,"Thomasville, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4601055.png
11,Drew Buggs,G,"6' 3""",195 lbs,SR,"Long Beach, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066911.png
12,Cory Hightower,F,"6' 7""",222 lbs,JR,"Flint, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397655.png
13,Nate Buss,G,"5' 11""",175 lbs,SR,"Verona, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702225.png
21,Jamal King,G,"6' 5""",230 lbs,JR,"Goldsboro, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431861.png
30,D.J. Burns Jr.,F,"6' 9""",275 lbs,JR,"Rock Hill, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396933.png
32,Josh Corbin,G,"6' 3""",190 lbs,SO,"Gahanna, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592773.png
33,Chase Claxton,F,"6' 7""",185 lbs,JR,"Greenville, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431928.png
