number,name,position,height,weight,class,hometown,player_image
0,Tyler Simon,G,"6' 5""",187 lbs,FR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4683939.png
1,Josh Hemmings,F,"6' 9""",230 lbs,SO,"Toronto, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702959.png
2,Luka Sakota,G,"6' 6""",195 lbs,JR,"Etobicoke, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593336.png
3,Idan Tretout,G,"6' 4""",200 lbs,JR,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432930.png
4,Chris Ledlum,F,"6' 6""",225 lbs,JR,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431728.png
10,Noah Kirkwood,G,"6' 7""",215 lbs,SR,"Ottawa, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397968.png
11,Evan Nelson,G,"6' 2""",170 lbs,FR,"Tucson, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702960.png
12,Spencer Freedman,G,"6' 0""",170 lbs,SR,"Pacific Palisades, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397969.png
20,Sam Silverstein,G,"6' 6""",195 lbs,SO,"Glencoe, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702961.png
21,Mason Forbes,F,"6' 9""",230 lbs,SR,"Folsom, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397970.png
22,Justice Ajogbor,F,"6' 10""",255 lbs,SO,"Benin City, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702962.png
23,Louis Lesmond,G,"6' 6""",190 lbs,FR,"Paris, France",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898222.png
24,Kale Catchings,F,"6' 6""",220 lbs,SR,"O' Fallon, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397971.png
25,Ciaran Brayboy,F,"6' 9""",230 lbs,JR,"Glencoe, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431842.png
32,Tommy O'Neil,F,"6' 8""",210 lbs,JR,"Lexington, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432067.png
42,Bennett Pitcher,F,"6' 9""",285 lbs,FR,"Deerfield, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684458.png
55,Denham Wojcik,G,"6' 2""",178 lbs,FR,"Charleston, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4610138.png
