number,name,position,height,weight,class,hometown,player_image
0,Jordan Goldwire,G,"6' 3""",194 lbs,SR,"Norcross, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277845.png
1,Jalen Hill,F,"6' 6""",218 lbs,JR,"Las Vegas, NV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592214.png
2,Umoja Gibson,G,"6' 1""",169 lbs,SR,"Waco, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279087.png
3,Alston Mason,G,"6' 2""",169 lbs,FR,"Overland Park, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4816113.png
5,Marvin Johnson,G,"6' 5""",184 lbs,SR,"Ardmore, OK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593466.png
11,Akol Mawein,F,"6' 8""",221 lbs,JR,"Sydney, NSW",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897745.png
14,Bijan Cortes,G,"6' 3""",194 lbs,FR,"Kingfisher, OK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4612129.png
15,Ethan Chargois,F,"6' 9""",231 lbs,SR,"Tulsa, OK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278297.png
20,Rick Issanza,C,"7' 1""",230 lbs,SO,"Kinshasa, Congo",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592217.png
22,C.J. Noland,G,"6' 2""",229 lbs,FR,"Waxahachie, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4694228.png
30,Jake Moser,G,"6' 3""",187 lbs,FR,"Norman, OK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897746.png
34,Jacob Groves,F,"6' 9""",210 lbs,JR,"Spokane, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592583.png
35,Tanner Groves,F,"6' 10""",235 lbs,SR,"Spokane, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278603.png
44,Blake Seacat,G,"6' 4""",201 lbs,JR,"Tulsa, OK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592218.png
55,Elijah Harkless,G,"6' 3""",194 lbs,SR,"San Bernardino, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397449.png
