number,name,position,height,weight,class,hometown,player_image
0,Zach Iyeyemi,C,"6' 9""",250 lbs,JR,"Cypress, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593753.png
2,Za-Ontay Boothman,G,"6' 1""",175 lbs,SO,"Buckeye, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703614.png
3,Brycen Long,G,"6' 2""",175 lbs,SO,"Gilbert, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4586322.png
5,Hunter Janacek,G,"6' 5""",185 lbs,SR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067113.png
10,Jade Tse,G,"6' 1""",185 lbs,SO,"Queens, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703613.png
11,Jason Thompson,F,"6' 7""",195 lbs,JR,"Charlotte, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593751.png
12,Deshon Proctor,F,"6' 5""",205 lbs,FR,"Tyrone, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897351.png
13,Khristion Courseault,G,"6' 2""",180 lbs,JR,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593063.png
14,Andre Charles Jr.,G,"6' 0""",170 lbs,SR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398023.png
15,Zion Tordoff,F,"6' 8""",225 lbs,SR,"Bradford, England",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593335.png
21,Tristan Moore,F,"6' 7""",195 lbs,FR,"Albuquerque, NM",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897352.png
22,Marques Gates,G,"6' 0""",170 lbs,FR,"Selma, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897353.png
23,Darius Lee,G,"6' 6""",230 lbs,SR,"Harlem, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703615.png
24,Jake Arnold,G,"6' 2""",185 lbs,FR,"Katy, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897354.png
25,Collin Plummer,G,"6' 5""",175 lbs,SO,"Missouri City, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703617.png
33,Sam Hofman,F,"6' 5""",255 lbs,JR,"Brussels, Belgium",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592901.png
55,Joshua Nkwo,G,"6' 2""",205 lbs,SO,"Hamilton, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703618.png
