number,name,position,height,weight,class,hometown,player_image
0,Quinn Pemberton,G,"6' 1""",210 lbs,SO,"Lake Forest, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4714770.png
1,T.J. Bickerstaff,F,"6' 9""",210 lbs,JR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592778.png
3,Jaeden Zackery,G,"6' 2""",200 lbs,FR,"Salem, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896615.png
4,Kanye Jones,G,"6' 4""",170 lbs,FR,"Orlando, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4791225.png
5,DeMarr Langford Jr.,G,"6' 5""",195 lbs,SO,"Worcester, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433165.png
10,Abe Atiyeh,G,"6' 0""",175 lbs,SO,"Bethlehem, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701167.png
11,Makai Ashton-Langford,G,"6' 3""",185 lbs,SR,"Worcester, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278574.png
12,Quinten Post,F,"7' 0""",240 lbs,JR,"Amsterdam, Netherlands",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593016.png
13,Frederick Scott,F,"6' 8""",230 lbs,SR,"Munster, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/3922033.png
21,Devin McGlockton,F,"6' 7""",220 lbs,FR,"Cumming, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4791227.png
23,Andrew Kenny,F,"6' 6""",205 lbs,JR,"Seattle, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592183.png
24,Gianni Thompson,F,"6' 8""",205 lbs,FR,"Newton, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684304.png
25,Jonathan Noel,G,"6' 3""",195 lbs,JR,"Everett, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4598639.png
32,Justin Vander Baan,C,"7' 0""",230 lbs,SO,"Northbridge, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701168.png
33,James Karnik,C,"6' 9""",230 lbs,SR,"Surrey, BC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280080.png
51,Brevin Galloway,G,"6' 2""",200 lbs,SR,"Anderson, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067219.png
