number,name,position,height,weight,class,hometown,player_image
0,Keshawn Williams,G,"6' 3""",175 lbs,SO,"Chicago Heights, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4602029.png
1,Trendon Hankerson,G,"6' 2""",185 lbs,SR,"Novi, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397854.png
2,Kaleb Thornton,G,"6' 0""",175 lbs,JR,"Bolingbrook, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703521.png
3,Noah Kon,G,"6' 1""",180 lbs,FR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898332.png
4,Montavious Myrick,F,"6' 8""",215 lbs,FR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898333.png
5,Chris Osten,F,"6' 9""",215 lbs,SR,"Crowley, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702376.png
10,Zion Russell,G,"6' 0""",185 lbs,FR,"Upper Marlboro, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898334.png
11,Chinedu Kingsley Okanu,F,"6' 7""",225 lbs,SR,"Gary, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703523.png
12,Zool Kueth,F,"6' 7""",210 lbs,SR,"Gallatin, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703524.png
13,Adong Makuoi,C,"6' 9""",220 lbs,SR,"Edmonton, AB",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703525.png
22,Edward Manuel,G,"6' 6""",190 lbs,JR,"Lake Charles, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898336.png
24,Darweshi Hunter,G,"6' 5""",200 lbs,JR,"Cincinnati, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4596869.png
25,Drew Wiemers,F,"6' 4""",200 lbs,JR,"Coal Valley, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4902760.png
50,Anthony Crump,G,"6' 8""",210 lbs,SR,"Inkster, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397550.png
