number,name,position,height,weight,class,hometown,player_image
0,Myron Amey Jr.,G,"6' 5""",178 lbs,FR,"Vacaville, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897534.png
1,Caleb Simmons,G,"6' 6""",205 lbs,SR,"Vallejo, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278716.png
2,Shon Robinson,F,"6' 9""",205 lbs,SO,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593017.png
4,Sebastian Mendoza,G,"6' 3""",195 lbs,SO,"Riverside, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703345.png
5,Ibrahima Diallo,C,"7' 0""",220 lbs,JR,"Saly, Senegal",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592720.png
10,Omari Moore,G,"6' 6""",195 lbs,JR,"Pasadena, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593095.png
12,Eduardo Lane,C,"6' 11""",240 lbs,SR,"Aquidauana, Brazil",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593096.png
13,Alvaro Cardenas Torre,G,"6' 1""",180 lbs,FR,"Granada, Spain",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897535.png
15,Trey Anderson,F,"6' 7""",206 lbs,SO,"San Diego, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593007.png
23,Majok Kuath,F,"6' 8""",183 lbs,JR,"Salt Lake City, UT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897536.png
24,Michael Ofoegbu,F,"6' 7""",205 lbs,SO,"Cerritos, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703352.png
31,Tibet Gorener,F,"6' 9""",200 lbs,SO,"Istanbul, Turkey",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702371.png
42,Josh O'Garro,G,"6' 6""",175 lbs,FR,"George Town, Cayman Islands",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684167.png
44,Trey Smith,G,"6' 3""",195 lbs,SR,"Cypress, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397400.png
50,Harminder Dhaliwal,C,"6' 10""",235 lbs,JR,"Laguna Niguel, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593099.png
