number,name,position,height,weight,class,hometown,player_image
0,Nate Watson,C,"6' 10""",260 lbs,SR,"Portsmouth, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278573.png
1,Al Durham,G,"6' 4""",180 lbs,SR,"Lilburn, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277942.png
3,Matteus Case,G,"6' 5""",190 lbs,FR,"Pickering, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702958.png
4,Jared Bynum,G,"5' 10""",180 lbs,JR,"Largo, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397194.png
5,Ed Croswell,F,"6' 8""",245 lbs,SR,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397153.png
10,Alyn Breed,G,"6' 3""",190 lbs,SO,"Powder Springs, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4585590.png
11,A.J. Reeves,G,"6' 6""",205 lbs,SR,"Roxbury, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397109.png
12,Brycen Goodine,G,"6' 4""",190 lbs,JR,"New Bedford, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431716.png
14,Noah Horchler,F,"6' 8""",220 lbs,SR,"Melbourne Beach, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278453.png
15,Justin Minaya,F,"6' 7""",210 lbs,SR,"Harrington Park, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278111.png
22,Luke Fonts,G,"6' 1""",180 lbs,FR,"Portsmouth, RI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897415.png
23,Legend Geeter,F,"6' 8""",235 lbs,FR,"River Rouge, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684296.png
24,Andrew Fonts,G,"6' 2""",175 lbs,SR,"Portsmouth, RI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278575.png
30,Rafael Castro,F,"6' 10""",215 lbs,FR,"Dover, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684443.png
33,Kieran O'Haire,F,"6' 3""",185 lbs,FR,"Menands, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897416.png
