number,name,position,height,weight,class,hometown,player_image
0,Gabe Watson,G,"6' 2""",190 lbs,JR,"Ridgeland, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397705.png
1,Darius Hicks,F,"6' 8""",235 lbs,SR,"Quitman, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4065698.png
2,Ken Evans Jr,G,"6' 5""",200 lbs,FR,"Jackson, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594079.png
3,Jonas James III,G,"6' 0""",160 lbs,SR,"Jackson, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594075.png
4,Coltie Young,G,"6' 3""",201 lbs,FR,"Starkville, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4899535.png
5,John Wes Taylor,G,"5' 10""",160 lbs,FR,"Olive Branch, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4899536.png
10,Dyllan Taylor,G,"6' 1""",190 lbs,SO,"Brandon, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4288220.png
11,Jayveous McKinnis,C,"6' 7""",225 lbs,JR,"Pearl, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4403417.png
12,Darrian Wilson,G,"6' 4""",205 lbs,SR,"Brookhaven, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4406975.png
13,Isaiah Williams,F,"6' 7""",225 lbs,SR,"Dayton, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4713052.png
14,Justin Brown,G,"6' 0""",180 lbs,FR,"Alpharetta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4899537.png
15,Malachi Wideman,G,"6' 0""",190 lbs,FR,"Venice, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4899538.png
20,Darryl Jordan,F,"6' 7""",210 lbs,SO,"Hattiesburg, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4547245.png
21,Chris Freeman,F,"6' 6""",190 lbs,SR,"Winston-Salem, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593817.png
22,Chance Moore,F,"6' 8""",200 lbs,FR,"Louisville, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396683.png
23,Kelvin Wesley,F,"6' 4""",195 lbs,SO,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4406974.png
24,Jalani Bell,G,"6' 0""",185 lbs,FR,"Jackson, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705521.png
25,Joseph Dupree II,F,"6' 6""",240 lbs,FR,"Jackson, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4899539.png
30,David McDaniel,F,"6' 9""",210 lbs,FR,"Alpharetta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705522.png
31,Jamarcus Jones,F,"6' 7""",200 lbs,JR,"Sardis, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703203.png
33,Geronimo Warner,G,"6' 3""",175 lbs,FR,"Phoenix, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594077.png
34,Terence Lewis II,F,"6' 6""",205 lbs,JR,"Upper Marlboro, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702774.png
