number,name,position,height,weight,class,hometown,player_image
0,Julian Strawther,G,"6' 7""",205 lbs,SO,"Las Vegas, NV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432181.png
2,Drew Timme,F,"6' 10""",235 lbs,JR,"Richardson, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431695.png
3,Andrew Nembhard,G,"6' 5""",193 lbs,SR,"Aurora, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395712.png
5,Martynas Arlauskas,G,"6' 7""",205 lbs,JR,"Kaunas, Lithuania",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431887.png
10,Hunter Sallis,G,"6' 5""",175 lbs,FR,"Omaha, NE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433281.png
11,Nolan Hickman,G,"6' 2""",185 lbs,FR,"Seattle, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4683737.png
15,Joe Few,G,"6' 0""",160 lbs,FR,"Spokane, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898367.png
20,Kaden Perry,F,"6' 9""",225 lbs,FR,"Battle Ground, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4565699.png
22,Anton Watson,F,"6' 8""",225 lbs,JR,"Spokane, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431705.png
23,Matthew Lang,G,"6' 3""",185 lbs,SR,"Portland, OR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397665.png
25,Colby Brooks,F,"6' 7""",210 lbs,SO,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702883.png
30,Abe Eagle,F,"6' 9""",225 lbs,SO,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702884.png
33,Ben Gregg,F,"6' 10""",225 lbs,FR,"Clackamas, OR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4711313.png
34,Chet Holmgren,C,"7' 0""",195 lbs,FR,"Minneapolis, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433255.png
35,Will Graves,G,"6' 5""",185 lbs,SR,"Eugene, OR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4597889.png
45,Rasir Bolton,G,"6' 3""",185 lbs,SR,"Petersburg, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397242.png
55,Dominick Harris,G,"6' 3""",190 lbs,SO,"Murrieta, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432198.png
