number,name,position,height,weight,class,hometown,player_image
0,Timmy Allen,F,"6' 6""",210 lbs,SR,"Mesa, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397148.png
1,Andrew Jones,G,"6' 4""",190 lbs,SR,"Irving, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066325.png
2,Marcus Carr,G,"6' 2""",190 lbs,SR,"Toronto, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278014.png
3,Courtney Ramey,G,"6' 3""",185 lbs,SR,"St. Louis, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4334018.png
4,Dylan Disu,F,"6' 9""",225 lbs,JR,"Pflugerville, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432866.png
5,Devin Askew,G,"6' 3""",195 lbs,SO,"Sacramento, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702467.png
10,Cole Bott,F,"6' 6""",195 lbs,FR,"Highlands Ranch, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897760.png
12,Tristen Licon,G,"6' 0""",185 lbs,SR,"El Paso, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4707319.png
13,Jase Febres,G,"6' 5""",190 lbs,SR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277921.png
21,Avery Benson,G,"6' 4""",195 lbs,SR,"Springdale, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277929.png
30,Brock Cunningham,F,"6' 6""",210 lbs,JR,"Austin, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397079.png
31,Gavin Perryman,G,"6' 1""",185 lbs,FR,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4863516.png
32,Christian Bishop,F,"6' 7""",220 lbs,SR,"Lee's Summit, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397037.png
33,Tre Mitchell,F,"6' 9""",220 lbs,JR,"Pittsburgh, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432840.png
