number,name,position,height,weight,class,hometown,player_image
0,Chris Gleaton,G,"6' 3""",175 lbs,SO,"Thiells, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702479.png
1,Victor Brown Jr.,G,"6' 4""",190 lbs,SO,"Maitland, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702477.png
2,Stacy Beckton Jr.,G,"6' 4""",186 lbs,SR,"Daytona Beach, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280025.png
3,Colin Smalls,G,"6' 2""",185 lbs,SO,"Upper Marlboro, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433245.png
4,Lincoln Ball,G,"6' 6""",215 lbs,SO,"Williamsport, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700962.png
5,Connor Nelson,F,"6' 6""",220 lbs,SR,"Denver, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593072.png
10,Ben Lubarsky,G,"6' 5""",210 lbs,JR,"Palm Beach, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593074.png
12,Christian Lorng,F,"6' 9""",260 lbs,SR,"Paris, France",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702480.png
13,Marvin Bragg,G,"6' 6""",195 lbs,SR,"Cerritos, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280027.png
14,Johnny O'Neil,F,"6' 9""",200 lbs,SO,"Miami Shores, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702481.png
15,Matt Rogers,F,"6' 9""",220 lbs,SO,"Knoxville, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4575108.png
20,Lorenzo Donadio,G,"6' 4""",190 lbs,SO,"Rome, Italy",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702478.png
21,Josh Alexander,F,"6' 8""",243 lbs,SR,"Carmel, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397585.png
22,Jaxon Knotek,G,"6' 6""",215 lbs,SR,"River Falls, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398212.png
23,Elijah Stephens,G,"5' 9""",165 lbs,FR,"Waco, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897139.png
25,Pierce Prendergast,F,"6' 6""",195 lbs,FR,"Bayport, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897948.png
31,Matt Delaney,F,"6' 7""",215 lbs,FR,"Mantua, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684457.png
33,Christian Sutton,G,"6' 3""",193 lbs,SR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397586.png
45,Mason Whittaker,F,"6' 9""",210 lbs,FR,"Cust, New Zealand",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897949.png
