number,name,position,height,weight,class,hometown,player_image
1,Travion McCray,G,"6' 1""",181 lbs,JR,"Timmonsville, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593720.png
2,Vonterius Woolbright,G,"6' 5""",208 lbs,JR,"Albany, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897357.png
4,Tyler Harris,G,"6' 6""",198 lbs,JR,"Charlotte, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593721.png
5,Josh Massey,G,"6' 6""",198 lbs,SO,"Monroe, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4585594.png
11,Cam Bacote,G,"6' 3""",173 lbs,SR,"Hampton, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279797.png
13,Marvin Price,G,"6' 5""",230 lbs,JR,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897358.png
21,Madison Monroe,G,"6' 3""",193 lbs,JR,"Charlotte, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897359.png
22,Brad Halvorsen,G,"6' 1""",161 lbs,SO,"Kingsport, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703882.png
23,Marlow Gilmore,F,"6' 5""",191 lbs,JR,"Norway, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897360.png
24,Marcus Banks,G,"6' 2""",187 lbs,FR,"Hampton, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897361.png
25,Nicholas Robinson,G,"6' 6""",220 lbs,SR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066509.png
33,Joe Petrakis,F,"6' 10""",224 lbs,JR,"Wichita, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592211.png
34,KJ Odour,F,"6' 9""",198 lbs,FR,"Kisumu, Kenya",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897362.png
41,Jordian Fox,F,"6' 5""",200 lbs,FR,"Fayetteville, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4902700.png
42,Max Rogers,G,"6' 2""",180 lbs,FR,"Waynesville, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4902701.png
45,Davion Everett,G,"6' 4""",215 lbs,FR,"Columbia, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897363.png
