number,name,position,height,weight,class,hometown,player_image
0,Cedrick Alley Jr.,F,"6' 6""",230 lbs,SR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278259.png
1,Darius McNeill,G,"6' 3""",185 lbs,SR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278139.png
2,Aleu Aleu,G,"6' 8""",180 lbs,JR,"Austin, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897687.png
3,Dhieu Deing,G,"6' 5""",175 lbs,JR,"High Point, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897688.png
4,Josh Farmer,F,"6' 9""",195 lbs,FR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897689.png
5,Azavier Johnson,G,"6' 5""",205 lbs,FR,"Las Vegas, NV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897690.png
10,Erik Czumbel,G,"6' 3""",200 lbs,JR,"Verona, Italy",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593285.png
11,Lachlan Bofinger,F,"6' 6""",215 lbs,SO,"Sydney, NSW",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703124.png
12,Phoenix Ford,F,"6' 8""",225 lbs,SR,"Saint Petersburg, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278381.png
13,Artan Jabbar,G,"6' 0""",180 lbs,JR,"Fort Worth, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703123.png
20,Lamin Sabally,G,"6' 7""",195 lbs,FR,"Berlin, Germany",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897691.png
21,Jordan Ivy-Curry,G,"6' 2""",170 lbs,SO,"La Marque, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703122.png
22,Christian Tucker,G,"6' 3""",170 lbs,FR,"Chandler, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897692.png
24,Jacob Germany,C,"6' 11""",235 lbs,JR,"Kingston, OK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432877.png
25,Adrian Rodriguez,F,"6' 7""",245 lbs,SR,"Tulsa, OK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279117.png
32,Isaiah Addo-Ankrah,G,"6' 6""",180 lbs,SO,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703125.png
