player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
R. Buckner,F,26,5,6,0,0,1,2,3,7,10,0,0,6,0,3,11,TRUE,2011-12-10,Mississippi Valley State,H
T. Henry,F,24,3,4,1,2,3,3,0,3,3,2,1,2,5,1,10,TRUE,2011-12-10,Mississippi Valley State,H
M. Holloway,F,27,4,8,0,0,2,3,1,3,4,1,0,1,1,3,10,TRUE,2011-12-10,Mississippi Valley State,H
N. Williams,G,32,2,7,1,4,2,2,1,4,5,2,1,0,1,0,7,TRUE,2011-12-10,Mississippi Valley State,H
J. Summers,G,20,0,3,0,0,1,2,1,2,3,6,0,0,6,2,1,TRUE,2011-12-10,Mississippi Valley State,H
S. Short,F,6,1,1,0,0,1,2,0,1,1,0,1,0,0,1,3,FALSE,2011-12-10,Mississippi Valley State,H
A. Jones,F,3,1,1,0,0,0,0,1,0,1,0,0,0,1,0,2,FALSE,2011-12-10,Mississippi Valley State,H
D. Cox,C,12,3,5,0,0,0,0,0,2,2,1,0,1,1,2,6,FALSE,2011-12-10,Mississippi Valley State,H
L. White,G,26,6,12,4,8,0,0,2,4,6,4,0,2,3,5,16,FALSE,2011-12-10,Mississippi Valley State,H
D. Hughes,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2011-12-10,Mississippi Valley State,H
D. Nelson,G,16,4,7,2,4,4,5,0,4,4,3,2,0,3,3,14,FALSE,2011-12-10,Mississippi Valley State,H
W. Norman,G,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,2011-12-10,Mississippi Valley State,H
J. Jones,G,5,0,1,0,0,0,0,1,1,2,0,0,0,1,0,0,FALSE,2011-12-10,Mississippi Valley State,H
TEAM,NA,NA,29,55,8,18,14,19,12,36,48,19,5,12,23,20,80,FALSE,2011-12-10,Mississippi Valley State,H
