game_id,away,home,away_rank,home_rank,away_score,home_score,date
401253723,Pepperdine,Gonzaga,NA,1,70,95,2021-01-14
401276513,UCF,Temple,NA,NA,55,62,2021-01-14
401265371,California,Colorado,NA,NA,60,89,2021-01-14
401257977,Charleston Southern,UNC Asheville,NA,NA,54,92,2021-01-14
401275571,Stanford,Utah,NA,NA,65,79,2021-01-14
401265376,Washington State,UCLA,NA,NA,61,91,2021-01-14
401253726,Santa Clara,Pacific,NA,NA,58,79,2021-01-14
401257979,Hampton,South Carolina Upstate,NA,NA,69,68,2021-01-14
401264642,Calvin,Eastern Michigan,NA,NA,56,67,2021-01-14
401263395,Purdue,Indiana,NA,NA,81,69,2021-01-14
401262197,Merrimack,Mount St. Mary's,NA,NA,57,77,2021-01-14
401262196,Bryant,St. Francis (PA),NA,NA,82,89,2021-01-14
401262195,Central Connecticut,Sacred Heart,NA,NA,48,65,2021-01-14
401262194,Long Island University,Wagner,NA,NA,77,66,2021-01-14
401258198,Belmont,Tennessee Tech,NA,NA,88,67,2021-01-14
401257980,Longwood,Winthrop,NA,NA,61,72,2021-01-14
401257941,Presbyterian,Campbell,NA,NA,46,48,2021-01-14
401253456,UNC Greensboro,Samford,NA,NA,87,63,2021-01-14
401252609,Northern Arizona,Montana,NA,NA,56,67,2021-01-14
401254209,Florida Atlantic,Florida International,NA,NA,81,79,2021-01-14
401253724,San Francisco,Portland,NA,NA,79,63,2021-01-14
401252610,Portland State,Montana State,NA,NA,64,71,2021-01-14
401258201,Tennessee State,Jacksonville State,NA,NA,64,65,2021-01-14
401262599,San Diego State,Utah State,NA,NA,45,57,2021-01-14
401258199,Morehead State,Eastern Illinois,NA,NA,87,61,2021-01-14
401252607,Northern Colorado,Idaho,NA,NA,74,54,2021-01-14
401252606,Southern Utah,Eastern Washington,NA,NA,63,75,2021-01-14
401265375,Washington,USC,NA,NA,68,95,2021-01-14
401262596,Colorado State,San Jos̩ St,NA,NA,90,57,2021-01-14
401265373,Arizona,Oregon State,NA,NA,98,64,2021-01-14
401253727,BYU,Saint Mary's,NA,NA,62,52,2021-01-14
