play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home,away,home_time_out_remaining,away_time_out_remaining,home_favored_by,game_id,date
1,1,20:00,2400,2700,PLAY,0,0,0,29,0.5,0.5,Wake Forest,Richmond,6,6,NA,400502721,2013-12-07
2,1,19:31,2371,2671,Foul on Andre Washington.,0,0,0,0,0.5,0.5,Wake Forest,Richmond,6,6,NA,400502721,2013-12-07
3,1,19:31,2371,2671,Cedrick Lindsay made Free Throw.,0,1,-1,0,0.47763565640234745,0.47763565640234745,Wake Forest,Richmond,6,6,NA,400502721,2013-12-07
4,1,19:31,2371,2671,Cedrick Lindsay made Free Throw.,0,2,-2,14,0.45536062082229806,0.45536062082229806,Wake Forest,Richmond,6,6,NA,400502721,2013-12-07
5,1,19:17,2357,2657,Tyler Cavanaugh made Jumper.,2,2,0,22,0.5,0.5,Wake Forest,Richmond,6,6,NA,400502721,2013-12-07
6,1,18:55,2335,2635,Cedrick Lindsay made Jumper.,2,4,-2,14,0.45458332034341126,0.45458332034341126,Wake Forest,Richmond,6,6,NA,400502721,2013-12-07
7,1,18:41,2321,2621,Foul on Derrick Williams.,2,4,-2,20,0.45427667400888566,0.45427667400888566,Wake Forest,Richmond,6,6,NA,400502721,2013-12-07
8,1,18:21,2301,2601,Tyler Cavanaugh made Three Point Jumper.,5,4,1,14,0.5231320113790872,0.5231320113790872,Wake Forest,Richmond,6,6,NA,400502721,2013-12-07
9,1,18:07,2287,2587,Alonzo Nelson-Ododa missed Jumper.,5,4,1,0,0.5232889193593527,0.5232889193593527,Wake Forest,Richmond,6,6,NA,400502721,2013-12-07
10,1,18:07,2287,2587,Andre Washington Defensive Rebound.,5,4,1,6,0.5232889193593527,0.5232889193593527,Wake Forest,Richmond,6,6,NA,400502721,2013-12-07
11,1,18:01,2281,2581,Codi Miller-McIntyre made Layup.,7,4,3,17,0.5696643107585301,0.5696643107585301,Wake Forest,Richmond,6,6,NA,400502721,2013-12-07
12,1,17:44,2264,2564,Cedrick Lindsay missed Layup.,7,4,3,0,0.5702310973753852,0.5702310973753852,Wake Forest,Richmond,6,6,NA,400502721,2013-12-07
13,1,17:44,2264,2564,Andre Washington Block.,7,4,3,1,0.5702310973753852,0.5702310973753852,Wake Forest,Richmond,6,6,NA,400502721,2013-12-07
14,1,17:43,2263,2563,Richmond Offensive Rebound.,7,4,3,7,0.5702645497347195,0.5702645497347195,Wake Forest,Richmond,6,6,NA,400502721,2013-12-07
15,1,17:36,2256,2556,Derrick Williams missed Jumper.,7,4,3,1,0.570499046272698,0.570499046272698,Wake Forest,Richmond,6,6,NA,400502721,2013-12-07
16,1,17:35,2255,2555,Andre Washington Block.,7,4,3,1,0.5705325919819826,0.5705325919819826,Wake Forest,Richmond,6,6,NA,400502721,2013-12-07
17,1,17:34,2254,2554,Tyler Cavanaugh Defensive Rebound.,7,4,3,1,0.570566149006712,0.570566149006712,Wake Forest,Richmond,6,6,NA,400502721,2013-12-07
