game_id,date,opponent,location,team_score,opp_score,record
401582026,2023-11-06,UMBC,H,94,93,1-0 (0-0)
401594561,2023-11-10,Chattanooga,H,71,81,1-1 (0-0)
401589736,2023-11-15,Coppin State,H,61,41,2-1 (0-0)
401591375,2023-11-19,Texas,N,80,81,2-2 (0-0)
401601490,2023-11-20,Indiana,N,66,74,2-3 (0-0)
401598991,2023-11-26,New Mexico State,H,90,84,3-3 (0-0)
401598960,2023-11-29,Bellarmine,H,73,68,4-3 (0-0)
401604095,2023-12-03,Virginia Tech,A,68,75,4-4 (0-1)
401597892,2023-12-09,DePaul,A,68,75,4-5 (0-1)
401594615,2023-12-13,Arkansas State,H,63,75,4-6 (0-1)
401576687,2023-12-17,Pepperdine,H,85,63,5-6 (0-1)
401588941,2023-12-21,Kentucky,H,76,95,5-7 (0-1)
401604105,2024-01-03,Virginia,A,53,77,5-8 (0-2)
401604109,2024-01-06,Pittsburgh,H,70,83,5-9 (0-3)
401604116,2024-01-10,Miami,A,80,71,6-9 (1-3)
401604122,2024-01-13,NC State,H,83,89,6-10 (1-4)
401604132,2024-01-17,North Carolina,A,70,86,6-11 (1-5)
401604135,2024-01-20,Wake Forest,A,65,90,6-12 (1-6)
401604144,2024-01-23,Duke,H,69,83,6-13 (1-7)
401604151,2024-01-27,Virginia,H,52,69,6-14 (1-8)
401604159,2024-01-30,Clemson,A,64,70,6-15 (1-9)
401604164,2024-02-03,Florida State,H,101,92,7-15 (2-9)
401604175,2024-02-07,Syracuse,A,NA,NA,
401604179,2024-02-10,Georgia Tech,H,NA,NA,
401604186,2024-02-13,Boston College,A,NA,NA,
401604196,2024-02-17,Pittsburgh,A,NA,NA,
401604202,2024-02-21,Notre Dame,H,NA,NA,
401604217,2024-02-28,Duke,A,NA,NA,
401604222,2024-03-02,Syracuse,H,NA,NA,
401604229,2024-03-05,Virginia Tech,H,NA,NA,
401594355,2024-03-09,Boston College,H,NA,NA,
