game_id,date,opponent,location,team_score,opp_score,record
401604369,2023-11-06,King TN,H,73,56,1-0 (0-0)
401588311,2023-11-09,Elon,A,76,79,1-1 (0-0)
401581164,2023-11-13,Butler,A,47,81,1-2 (0-0)
401597831,2023-11-17,Davidson,H,70,68,2-2 (0-0)
401594172,2023-11-22,Cleveland State,A,70,72,2-3 (0-0)
401604370,2023-11-24,Alabama A&M,N,82,71,3-3 (0-0)
401581829,2023-11-29,Appalachian State,A,61,72,3-4 (0-0)
401597433,2023-12-03,Jacksonville State,A,61,59,4-4 (0-0)
401594471,2023-12-10,Tennessee Tech,H,73,72,5-4 (0-0)
401604371,2023-12-15,Tusculum,H,105,43,6-4 (0-0)
401581809,2023-12-20,Kansas City,H,70,57,7-4 (0-0)
401597416,2023-12-22,Utah State,A,65,80,7-5 (0-0)
401583618,2023-12-29,East Carolina,A,86,70,8-5 (0-0)
401587890,2024-01-03,Mercer,H,80,69,9-5 (1-0)
401587897,2024-01-06,UNC Greensboro,A,54,70,9-6 (1-1)
401587900,2024-01-10,Western Carolina,H,66,80,9-7 (1-2)
401587906,2024-01-13,Furman,A,73,82,9-8 (1-3)
401587913,2024-01-17,Wofford,A,73,75,9-9 (1-4)
401587916,2024-01-21,Chattanooga,H,74,81,9-10 (1-5)
401587922,2024-01-24,VMI,A,74,73,10-10 (2-5)
401587925,2024-01-27,Samford,H,72,75,10-11 (2-6)
401587933,2024-01-31,Mercer,A,54,49,11-11 (3-6)
401587934,2024-02-03,The Citadel,H,62,60,12-11 (4-6)
401587941,2024-02-07,Wofford,H,57,50,13-11 (5-6)
401587946,2024-02-10,Furman,H,63,65,13-12 (5-7)
401587949,2024-02-14,Chattanooga,A,71,84,13-13 (5-8)
401587954,2024-02-17,Western Carolina,A,65,70,13-14 (5-9)
401587962,2024-02-21,VMI,H,82,69,14-14 (6-9)
401587965,2024-02-24,Samford,A,71,87,14-15 (6-10)
401587971,2024-02-28,The Citadel,A,81,63,15-15 (7-10)
401587978,2024-03-02,UNC Greensboro,H,66,65,16-15 (8-10)
401625581,2024-03-08,VMI,N,98,66,17-15 (8-10)
401625584,2024-03-09,UNC Greensboro,N,73,62,18-15 (8-10)
401625587,2024-03-10,Chattanooga,N,85,84,19-15 (8-10)
401625588,2024-03-11,Samford,N,69,76,19-16 (8-10)
