player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
C. Alvarez,F,18,1,1,0,0,2,4,2,2,4,1,1,0,2,2,4,TRUE,2008-03-07,James Madison,N
M. Adako,F,29,5,9,0,0,2,2,1,4,5,1,0,1,2,2,12,TRUE,2008-03-07,James Madison,N
E. Spates,F,15,3,7,2,4,2,2,3,2,5,3,0,0,1,1,10,TRUE,2008-03-07,James Madison,N
V. Lima,F,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,2008-03-07,James Madison,N
M. SmithM,F,3,0,1,0,1,2,2,1,0,1,1,0,0,0,0,2,TRUE,2008-03-07,James Madison,N
M. JanningM,F,37,4,10,3,6,2,2,0,4,4,3,2,0,3,1,13,FALSE,2008-03-07,James Madison,N
M. WashingtonM,C,18,0,0,0,0,0,0,1,3,4,1,0,0,1,4,0,FALSE,2008-03-07,James Madison,N
N. Ojougboh,C,22,4,5,0,0,1,3,1,2,3,1,1,0,3,2,9,FALSE,2008-03-07,James Madison,N
B. Bataille,G,25,3,7,2,4,2,2,0,2,2,1,1,0,1,2,10,FALSE,2008-03-07,James Madison,N
B. McDonald,G,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,2008-03-07,James Madison,N
C. Allen,G,25,4,6,1,2,2,4,0,1,1,3,1,0,0,2,11,FALSE,2008-03-07,James Madison,N
J. Gunterberg,G,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,2008-03-07,James Madison,N
A. Aragbaye,G,3,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,FALSE,2008-03-07,James Madison,N
TEAM,NA,NA,24,46,8,17,17,23,10,20,30,15,7,1,15,18,73,FALSE,2008-03-07,James Madison,N
