player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
B. Gay,F,31,8,18,1,4,2,2,2,5,7,2,3,0,3,3,19,TRUE,2004-12-13,Eastern Washington,H
C. Belser,F,38,2,6,1,3,0,0,0,3,3,4,0,0,3,4,5,TRUE,2004-12-13,Eastern Washington,H
S. Traaen,F,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,2004-12-13,Eastern Washington,H
A. Bonifer,F,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,TRUE,2004-12-13,Eastern Washington,H
M. Shepherd,F,20,2,4,0,0,3,4,3,1,4,1,2,0,1,3,7,TRUE,2004-12-13,Eastern Washington,H
N. LewisN,C,32,7,10,2,4,3,3,0,6,6,2,0,1,0,0,19,FALSE,2004-12-13,Eastern Washington,H
B. VounangB,C,19,5,7,0,0,0,0,0,3,3,1,1,0,2,2,10,FALSE,2004-12-13,Eastern Washington,H
R. DeRogatis,G,30,3,5,1,3,0,0,0,1,1,3,0,0,1,1,7,FALSE,2004-12-13,Eastern Washington,H
A. Fogel,G,24,3,5,0,1,0,0,1,1,2,4,1,0,5,5,6,FALSE,2004-12-13,Eastern Washington,H
C. White,G,3,0,0,0,0,2,2,0,1,1,0,0,0,0,0,2,FALSE,2004-12-13,Eastern Washington,H
TEAM,NA,NA,30,57,5,16,10,11,8,24,32,17,7,1,15,18,75,FALSE,2004-12-13,Eastern Washington,H
