player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
D. JamesD,F,30,4,7,1,3,2,4,3,5,8,1,1,1,2,4,11,TRUE,2009-03-13,Baylor,N
D. Pittman,C,24,3,5,0,0,1,5,1,2,3,0,0,1,3,4,7,TRUE,2009-03-13,Baylor,N
J. Mason,G,19,1,4,0,0,0,0,1,1,2,1,0,0,2,1,2,TRUE,2009-03-13,Baylor,N
A.J. Abrams,G,40,8,17,4,10,0,0,0,1,1,3,1,1,1,3,20,TRUE,2009-03-13,Baylor,N
D. Balbay,G,23,1,1,0,0,2,2,0,0,0,6,0,0,2,1,4,TRUE,2009-03-13,Baylor,N
G. Johnson,F,18,3,7,0,0,4,4,2,1,3,0,0,1,2,1,10,FALSE,2009-03-13,Baylor,N
C. ChapmanC,C,9,1,4,0,0,0,0,1,1,2,0,0,1,0,0,2,FALSE,2009-03-13,Baylor,N
C. AtchleyC,C,14,2,3,1,2,0,0,1,2,3,0,0,1,0,3,5,FALSE,2009-03-13,Baylor,N
V. Ward,G,14,2,4,0,0,3,3,1,1,2,1,0,1,0,2,7,FALSE,2009-03-13,Baylor,N
H. Smith,G,9,1,2,0,1,0,0,2,0,2,0,0,0,0,1,2,FALSE,2009-03-13,Baylor,N
TEAM,NA,NA,26,54,6,16,12,18,13,14,27,12,2,7,12,20,70,FALSE,2009-03-13,Baylor,N
