game_id,date,home,away,play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home_time_out_remaining,away_time_out_remaining,home_favored_by,total_line,referees,arena_location,arena,capacity,attendance,shot_x,shot_y,shot_team,shot_outcome,shooter,assist,three_pt,free_throw,possession_before,possession_after
401258878,2020-12-23,Tennessee,South Carolina Upstate,1,1,20:00,2400,2400,PLAY,0,0,0,0,0.9960687948880387,0.5,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tennessee
401258878,2020-12-23,Tennessee,South Carolina Upstate,2,1,20:00,2400,2400,Jump Ball won by Tennessee,0,0,0,0,0.9960687948880387,0.5,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,NA,NA,NA,NA,NA,NA,NA,NA,Tennessee,Tennessee
401258878,2020-12-23,Tennessee,South Carolina Upstate,3,1,19:44,2384,2384,John Fulkerson made Jumper. Assisted by Santiago Vescovi.,2,0,2,16,0.9966782005345085,0.5443630098696349,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,27,82.72,Tennessee,made,John Fulkerson,Santiago Vescovi,FALSE,FALSE,Tennessee,South Carolina Upstate
401258878,2020-12-23,Tennessee,South Carolina Upstate,4,1,19:44,2384,2384,Dalvin White missed Three Point Jumper.,2,0,2,0,0.9966782005345085,0.5443630098696349,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,37,25.066666666666666,South Carolina Upstate,missed,Dalvin White,NA,TRUE,FALSE,South Carolina Upstate,Tennessee
401258878,2020-12-23,Tennessee,South Carolina Upstate,5,1,19:44,2384,2384,Josiah-Jordan James Defensive Rebound.,2,0,2,0,0.9966782005345085,0.5443630098696349,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina Upstate,Tennessee
401258878,2020-12-23,Tennessee,South Carolina Upstate,6,1,19:31,2371,2371,Yves Pons made Layup. Assisted by Josiah-Jordan James.,4,0,4,13,0.9972039237194197,0.5885727716572231,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,28.999999999999996,86.89777777777778,Tennessee,made,Yves Pons,Josiah-Jordan James,FALSE,FALSE,Tennessee,South Carolina Upstate
401258878,2020-12-23,Tennessee,South Carolina Upstate,7,1,19:17,2357,2357,Bryson Mozone missed Three Point Jumper.,4,0,4,14,0.997188258713586,0.5891590391209124,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,45,16.711111111111112,South Carolina Upstate,missed,Bryson Mozone,NA,TRUE,FALSE,South Carolina Upstate,Tennessee
401258878,2020-12-23,Tennessee,South Carolina Upstate,8,1,19:17,2357,2357,Josiah-Jordan James Defensive Rebound.,4,0,4,0,0.997188258713586,0.5891590391209124,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina Upstate,Tennessee
401258878,2020-12-23,Tennessee,South Carolina Upstate,9,1,19:06,2346,2346,Victor Bailey Jr. made Layup. Assisted by Santiago Vescovi.,6,0,6,11,0.9976426502989135,0.6326521074048989,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,28.000000000000004,85.85333333333332,Tennessee,made,Victor Bailey Jr.,Santiago Vescovi,FALSE,FALSE,Tennessee,South Carolina Upstate
401258878,2020-12-23,Tennessee,South Carolina Upstate,10,1,17:58,2278,2278,Nevin Zink made Jumper. Assisted by Dalvin White.,6,2,4,68,0.997091674656703,0.5925502656958909,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,9,18.799999999999997,South Carolina Upstate,made,Nevin Zink,Dalvin White,FALSE,FALSE,South Carolina Upstate,Tennessee
401258878,2020-12-23,Tennessee,South Carolina Upstate,11,1,17:58,2278,2278,Tommy Bruner made Jumper. Assisted by Dalvin White.,6,4,2,0,0.9964948344985087,0.5466784441662067,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,25,19.84444444444444,South Carolina Upstate,made,Tommy Bruner,Dalvin White,FALSE,FALSE,South Carolina Upstate,Tennessee
401258878,2020-12-23,Tennessee,South Carolina Upstate,12,1,17:48,2268,2268,Santiago Vescovi Turnover.,6,4,2,10,0.9964756131020107,0.5469031240173988,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,NA,NA,NA,NA,NA,NA,NA,NA,Tennessee,South Carolina Upstate
401258878,2020-12-23,Tennessee,South Carolina Upstate,13,1,17:48,2268,2268,Dalvin White Steal.,6,4,2,0,0.9964756131020107,0.5469031240173988,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,NA,NA,NA,NA,NA,NA,NA,NA,Tennessee,South Carolina Upstate
401258878,2020-12-23,Tennessee,South Carolina Upstate,14,1,17:39,2259,2259,Tommy Bruner made Three Point Jumper. Assisted by Dalvin White.,6,7,-1,9,0.9953026040869237,0.4763944686544839,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,9,24.02222222222222,South Carolina Upstate,made,Tommy Bruner,Dalvin White,TRUE,FALSE,South Carolina Upstate,Tennessee
401258878,2020-12-23,Tennessee,South Carolina Upstate,15,1,17:27,2247,2247,Josiah-Jordan James Turnover.,6,7,-1,12,0.9952631243891267,0.4762577503696472,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,NA,NA,NA,NA,NA,NA,NA,NA,Tennessee,South Carolina Upstate
401258878,2020-12-23,Tennessee,South Carolina Upstate,16,1,17:04,2224,2224,Foul on E.J. Anosike.,6,7,-1,23,0.9951849595991196,0.4759942065312282,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina Upstate,South Carolina Upstate
401258878,2020-12-23,Tennessee,South Carolina Upstate,17,1,16:49,2209,2209,Nevin Zink missed Layup.,6,7,-1,15,0.9951321494069448,0.4758213927712275,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,21.999999999999996,5.222222222222221,South Carolina Upstate,missed,Nevin Zink,NA,FALSE,FALSE,South Carolina Upstate,Tennessee
401258878,2020-12-23,Tennessee,South Carolina Upstate,18,1,16:49,2209,2209,Yves Pons Block.,6,7,-1,0,0.9951321494069448,0.4758213927712275,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina Upstate,Tennessee
401258878,2020-12-23,Tennessee,South Carolina Upstate,19,1,16:49,2209,2209,E.J. Anosike Defensive Rebound.,6,7,-1,0,0.9951321494069448,0.4758213927712275,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina Upstate,Tennessee
401258878,2020-12-23,Tennessee,South Carolina Upstate,20,1,16:38,2198,2198,Foul on Nevin Zink.,6,7,-1,11,0.9950924683422298,0.4756942538677578,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,NA,NA,NA,NA,NA,NA,NA,NA,Tennessee,Tennessee
401258878,2020-12-23,Tennessee,South Carolina Upstate,21,1,16:29,2189,2189,Jaden Springer Turnover.,6,7,-1,9,0.9950593861171411,0.475590001479493,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,NA,NA,NA,NA,NA,NA,NA,NA,Tennessee,South Carolina Upstate
401258878,2020-12-23,Tennessee,South Carolina Upstate,22,1,16:29,2189,2189,Nevin Zink Steal.,6,7,-1,0,0.9950593861171411,0.475590001479493,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,NA,NA,NA,NA,NA,NA,NA,NA,Tennessee,South Carolina Upstate
401258878,2020-12-23,Tennessee,South Carolina Upstate,23,1,16:09,2169,2169,Nevin Zink missed Jumper.,6,7,-1,20,0.9949838256668093,0.47535769035550457,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,25,9.399999999999999,South Carolina Upstate,missed,Nevin Zink,NA,FALSE,FALSE,South Carolina Upstate,Tennessee
401258878,2020-12-23,Tennessee,South Carolina Upstate,24,1,16:09,2169,2169,Yves Pons Defensive Rebound.,6,7,-1,0,0.9949838256668093,0.47535769035550457,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina Upstate,Tennessee
401258878,2020-12-23,Tennessee,South Carolina Upstate,25,1,15:55,2155,2155,Victor Bailey Jr. made Three Point Jumper. Assisted by Jaden Springer.,9,7,2,14,0.9962307048651604,0.5494893923142233,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,41,62.87555555555555,Tennessee,made,Victor Bailey Jr.,Jaden Springer,TRUE,FALSE,Tennessee,South Carolina Upstate
401258878,2020-12-23,Tennessee,South Carolina Upstate,26,1,15:25,2125,2125,Dalvin White missed Three Point Jumper.,9,7,2,30,0.9961563433304838,0.5501893043774503,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,2,4.177777777777778,South Carolina Upstate,missed,Dalvin White,NA,TRUE,FALSE,South Carolina Upstate,Tennessee
401258878,2020-12-23,Tennessee,South Carolina Upstate,27,1,15:25,2125,2125,Victor Bailey Jr. Defensive Rebound.,9,7,2,0,0.9961563433304838,0.5501893043774503,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina Upstate,Tennessee
401258878,2020-12-23,Tennessee,South Carolina Upstate,28,1,15:12,2112,2112,Keon Johnson missed Three Point Jumper.,9,7,2,13,0.9961228581257716,0.5504949846856952,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,2,86.89777777777778,Tennessee,missed,Keon Johnson,NA,TRUE,FALSE,Tennessee,South Carolina Upstate
401258878,2020-12-23,Tennessee,South Carolina Upstate,29,1,15:12,2112,2112,Dalvin White Defensive Rebound.,9,7,2,0,0.9961228581257716,0.5504949846856952,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,NA,NA,NA,NA,NA,NA,NA,NA,Tennessee,South Carolina Upstate
401258878,2020-12-23,Tennessee,South Carolina Upstate,30,1,15:02,2102,2102,Bryson Mozone missed Three Point Jumper.,9,7,2,10,0.9960965741004115,0.5507311729416302,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,37,26.11111111111111,South Carolina Upstate,missed,Bryson Mozone,NA,TRUE,FALSE,South Carolina Upstate,Tennessee
401258878,2020-12-23,Tennessee,South Carolina Upstate,31,1,15:02,2102,2102,Victor Bailey Jr. Defensive Rebound.,9,7,2,0,0.9960965741004115,0.5507311729416302,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina Upstate,Tennessee
401258878,2020-12-23,Tennessee,South Carolina Upstate,32,1,14:55,2095,2095,E.J. Anosike missed Layup.,9,7,2,7,0.9960779009500964,0.5508970677165204,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,21,85.85333333333332,Tennessee,missed,E.J. Anosike,NA,FALSE,FALSE,Tennessee,South Carolina Upstate
401258878,2020-12-23,Tennessee,South Carolina Upstate,33,1,14:55,2095,2095,Josh Aldrich Block.,9,7,2,0,0.9960779009500964,0.5508970677165204,4,4,34.5,142,"c(""Terry Wymer"", "" Keith Kimble"", "" Mike Nance"")","Knoxville, TN",Thompson-Boling Arena,21678,4191,NA,NA,NA,NA,NA,NA,NA,NA,Tennessee,South Carolina Upstate
