game_id,away,home,away_rank,home_rank,away_score,home_score,date
401484904,Purdue,Minnesota,3,NA,61,39,2023-01-19
401490346,UCLA,Arizona State,5,NA,74,62,2023-01-19
401470419,Loyola Marymount,Gonzaga,NA,6,68,67,2023-01-19
401490345,USC,Arizona,NA,11,66,81,2023-01-19
401469900,Charleston,Monmouth,18,NA,69,55,2023-01-19
401484903,Rutgers,Michigan State,23,NA,57,70,2023-01-19
401487310,Florida Atlantic,UTSA,24,NA,83,64,2023-01-19
401492706,Wichita State,Memphis,NA,NA,78,88,2023-01-19
401488273,Maine,Vermont,NA,NA,45,66,2023-01-19
401488272,NJIT,Bryant,NA,NA,75,87,2023-01-19
401488270,Binghamton,Albany,NA,NA,65,54,2023-01-19
401487090,Charlotte,Middle Tennessee,NA,NA,58,62,2023-01-19
401484902,Michigan,Maryland,NA,NA,58,64,2023-01-19
401479751,The Citadel,UNC Greensboro,NA,NA,60,70,2023-01-19
401479750,Mercer,VMI,NA,NA,69,61,2023-01-19
401470309,James Madison,Troy,NA,NA,89,87,2023-01-19
401470308,UL Monroe,Georgia Southern,NA,NA,72,59,2023-01-19
401470307,Georgia State,Old Dominion,NA,NA,58,70,2023-01-19
401470306,Appalachian State,Coastal Carolina,NA,NA,84,93,2023-01-19
401470020,Oakland,IUPUI,NA,NA,83,77,2023-01-19
401470019,Purdue Fort Wayne,Wright State,NA,NA,88,80,2023-01-19
401470018,Cleveland State,Northern Kentucky,NA,NA,56,57,2023-01-19
401469973,Northeastern,Stony Brook,NA,NA,79,66,2023-01-19
401469901,UNC Wilmington,Hofstra,NA,NA,46,70,2023-01-19
401469899,William & Mary,Delaware,NA,NA,53,80,2023-01-19
401469898,Hampton,Drexel,NA,NA,73,79,2023-01-19
401469897,Towson,North Carolina A&T,NA,NA,79,67,2023-01-19
401469569,Kennesaw State,Stetson,NA,NA,82,81,2023-01-19
401469568,Queens University,North Florida,NA,NA,90,95,2023-01-19
401469566,Liberty,Jacksonville,NA,NA,66,52,2023-01-19
401469564,Jacksonville State,Florida Gulf Coast,NA,NA,51,55,2023-01-19
401481091,Stephen F. Austin,Sam Houston,NA,NA,71,76,2023-01-19
401487120,Rice,North Texas,NA,NA,72,60,2023-01-19
401485400,McNeese,Nicholls,NA,NA,64,73,2023-01-19
401485399,Texas A&M-Commerce,New Orleans,NA,NA,63,58,2023-01-19
401485397,Incarnate Word,Houston Christian,NA,NA,89,78,2023-01-19
401481090,UT Rio Grande Valley,UT Arlington,NA,NA,73,85,2023-01-19
401470312,South Alabama,Southern Miss,NA,NA,72,76,2023-01-19
401470311,Louisiana,Arkansas State,NA,NA,80,71,2023-01-19
401470310,Marshall,Texas State,NA,NA,81,73,2023-01-19
401470213,Oral Roberts,North Dakota State,NA,NA,92,69,2023-01-19
401470212,Kansas City,North Dakota,NA,NA,60,77,2023-01-19
401470211,Omaha,South Dakota State,NA,NA,61,84,2023-01-19
401470210,Denver,South Dakota,NA,NA,75,60,2023-01-19
401470118,UT Martin,Southeast Missouri State,NA,NA,80,60,2023-01-19
401470022,Youngstown State,Green Bay,NA,NA,86,70,2023-01-19
401470021,Robert Morris,Milwaukee,NA,NA,69,77,2023-01-19
401469776,UC Riverside,UC Davis,NA,NA,74,72,2023-01-19
401469677,Idaho,Northern Arizona,NA,NA,88,83,2023-01-19
401469676,Eastern Washington,Northern Colorado,NA,NA,83,75,2023-01-19
401469565,Eastern Kentucky,Lipscomb,NA,NA,62,75,2023-01-19
401469563,Bellarmine,Austin Peay,NA,NA,56,45,2023-01-19
401485401,Northwestern State,SE Louisiana,NA,NA,91,81,2023-01-19
401485398,Texas A&M-Corpus Christi,Lamar,NA,NA,66,68,2023-01-19
401484901,Indiana,Illinois,NA,NA,80,65,2023-01-19
401470117,Morehead State,SIU Edwardsville,NA,NA,67,58,2023-01-19
401470115,Tennessee Tech,Little Rock,NA,NA,77,75,2023-01-19
401493093,Western Kentucky,Louisiana Tech,NA,NA,74,85,2023-01-19
401490349,Washington State,Utah,NA,NA,63,77,2023-01-19
401490347,Washington,Colorado,NA,NA,75,72,2023-01-19
401487164,Florida International,UTEP,NA,NA,61,81,2023-01-19
401481089,New Mexico State,Southern Utah,NA,NA,76,111,2023-01-19
401470418,San Diego,Portland,NA,NA,83,88,2023-01-19
401470116,Eastern Illinois,Tennessee State,NA,NA,74,78,2023-01-19
401470114,Southern Indiana,Lindenwood,NA,NA,81,65,2023-01-19
401469679,Portland State,Weber State,NA,NA,68,84,2023-01-19
401469678,Sacramento State,Idaho State,NA,NA,61,65,2023-01-19
401481088,Tarleton,Seattle U,NA,NA,47,67,2023-01-19
401469780,Cal State Northridge,UC Santa Barbara,NA,NA,52,72,2023-01-19
401469779,UC San Diego,Cal Poly,NA,NA,71,64,2023-01-19
401469778,Hawai'i,UC Irvine,NA,NA,68,76,2023-01-19
401469777,Cal State Fullerton,Long Beach State,NA,NA,67,72,2023-01-19
401490348,Oregon State,Stanford,NA,NA,46,67,2023-01-19
401470421,Pacific,San Francisco,NA,NA,57,78,2023-01-19
401470420,Saint Mary's,Pepperdine,NA,NA,73,44,2023-01-19
401470417,BYU,Santa Clara,NA,NA,76,83,2023-01-19
