player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,location
4683738,RJ Melendez,23,6,12,1,3,5,7,2,1,3,0,2,0,0,3,18,Mississippi State,McNeese,TRUE,TRUE,2024-12-14,N
4432394,C. Matthews,23,2,2,0,0,5,6,1,6,7,1,2,0,3,3,9,Mississippi State,McNeese,TRUE,TRUE,2024-12-14,N
4895795,M. Nwoko,14,1,4,0,0,2,5,1,1,2,0,2,0,1,0,4,Mississippi State,McNeese,TRUE,TRUE,2024-12-14,N
5105529,R. Kugel,23,2,7,0,1,0,0,0,2,2,1,1,0,2,0,4,Mississippi State,McNeese,TRUE,TRUE,2024-12-14,N
4895740,J. Hubbard,32,3,9,2,5,8,9,0,1,1,5,2,0,0,3,16,Mississippi State,McNeese,TRUE,TRUE,2024-12-14,N
4683756,K. Murphy,17,1,5,0,0,2,5,2,4,6,1,1,1,1,0,4,Mississippi State,McNeese,TRUE,FALSE,2024-12-14,N
5105540,S. Jones Jr.,30,1,4,0,1,0,0,3,3,6,0,0,0,0,3,2,Mississippi State,McNeese,TRUE,FALSE,2024-12-14,N
4896985,C. Harris Jr.,33,3,9,2,8,1,1,0,6,6,3,1,0,0,1,9,Mississippi State,McNeese,TRUE,FALSE,2024-12-14,N
4873112,D. Warren,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mississippi State,McNeese,TRUE,FALSE,2024-12-14,N
NA,TEAM,NA,19,52,5,18,23,33,11,24,35,11,11,1,8,13,66,Mississippi State,McNeese,TRUE,FALSE,2024-12-14,N
