player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,location
5175737,Y. Lendeborg,36,11,13,1,1,2,3,3,10,13,8,2,2,4,2,25,UAB,Tulane,TRUE,TRUE,2025-01-07,H
4901961,C. Coleman,29,4,10,0,0,1,4,3,2,5,0,2,0,2,3,9,UAB,Tulane,TRUE,TRUE,2025-01-07,H
5240392,J. McGhee,24,4,7,0,2,3,3,1,2,3,2,4,0,2,1,11,UAB,Tulane,TRUE,TRUE,2025-01-07,H
5107144,E. Johnson,33,4,11,1,3,2,2,2,1,3,3,3,0,1,2,11,UAB,Tulane,TRUE,TRUE,2025-01-07,H
4703133,T. Toney,36,5,11,5,11,0,0,2,2,4,2,0,0,0,1,15,UAB,Tulane,TRUE,TRUE,2025-01-07,H
4596348,B. Ezewiro,12,0,3,0,0,0,0,0,4,4,0,0,0,0,1,0,UAB,Tulane,TRUE,FALSE,2025-01-07,H
5240393,M. Myles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UAB,Tulane,TRUE,FALSE,2025-01-07,H
5107226,T. Moore,21,2,6,2,6,0,0,0,1,1,5,1,0,0,0,6,UAB,Tulane,TRUE,FALSE,2025-01-07,H
4592489,A. Vasquez,9,2,6,0,2,0,0,0,1,1,0,0,0,0,4,4,UAB,Tulane,TRUE,FALSE,2025-01-07,H
NA,TEAM,NA,32,67,9,25,8,12,13,24,37,20,12,2,11,14,81,UAB,Tulane,TRUE,FALSE,2025-01-07,H
