player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
D. McQuarter,F,32,4,9,1,2,4,6,1,4,5,0,1,0,0,2,13,TRUE,2022-02-07,Mississippi Valley State,A
D. Agnew,C,19,5,8,0,0,6,8,0,7,7,1,1,0,1,4,16,TRUE,2022-02-07,Mississippi Valley State,A
B. Joshua,G,22,2,6,1,2,1,2,0,3,3,1,0,1,0,3,6,TRUE,2022-02-07,Mississippi Valley State,A
D. Brewton,G,32,4,7,0,2,3,7,3,5,8,0,4,0,4,0,11,TRUE,2022-02-07,Mississippi Valley State,A
J. Thomas,G,33,7,9,0,0,2,3,0,3,3,2,2,1,2,3,16,TRUE,2022-02-07,Mississippi Valley State,A
L. Marshall,F,11,0,1,0,0,0,0,1,1,2,0,0,0,0,1,0,FALSE,2022-02-07,Mississippi Valley State,A
M. Pajeaud,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2022-02-07,Mississippi Valley State,A
T. Fraley,G,15,3,4,2,3,0,0,0,3,3,0,0,0,2,2,8,FALSE,2022-02-07,Mississippi Valley State,A
M. Morency,G,27,3,7,0,2,3,4,1,2,3,2,1,0,2,3,9,FALSE,2022-02-07,Mississippi Valley State,A
D. Thorn,G,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2022-02-07,Mississippi Valley State,A
TEAM,NA,NA,28,52,4,11,19,30,6,29,35,6,9,2,11,18,79,FALSE,2022-02-07,Mississippi Valley State,A
