play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home,away,home_time_out_remaining,away_time_out_remaining,home_favored_by,game_id,date
1,1,20:00,2400,2400,PLAY,0,0,0,18,0.5,0.5,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
2,1,19:42,2382,2382,Vincent Miszkiewicz made Layup. Assisted by Drew Lutz.,2,0,2,13,0.5444053698559008,0.5444053698559008,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
3,1,19:29,2369,2369,Foul on Keaston Willis.,2,0,2,23,0.5446821100641465,0.5446821100641465,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
4,1,19:06,2346,2346,Malik Bailey missed Layup.,2,0,2,0,0.5451773968607259,0.5451773968607259,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
5,1,19:06,2346,2346,Bryce Davis Block.,2,0,2,9,0.5451773968607259,0.5451773968607259,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
6,1,18:57,2337,2337,Vincent Miszkiewicz Defensive Rebound.,2,0,2,4,0.545373062929666,0.545373062929666,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
7,1,18:53,2333,2333,Bryce Davis made Jumper. Assisted by Vincent Miszkiewicz.,4,0,4,18,0.5901752492294253,0.5901752492294253,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
8,1,18:35,2315,2315,Malik Bailey missed Three Point Jumper.,4,0,4,4,0.5909459338926413,0.5909459338926413,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
9,1,18:31,2311,2311,Vincent Miszkiewicz Defensive Rebound.,4,0,4,7,0.5911181189973534,0.5911181189973534,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
10,1,18:24,2304,2304,Drew Lutz missed Jumper.,4,0,4,2,0.591420210582086,0.591420210582086,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
11,1,18:22,2302,2302,Malik Bailey Defensive Rebound.,4,0,4,15,0.5915066978344744,0.5915066978344744,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
12,1,18:07,2287,2287,Cole Micek missed Three Point Jumper.,4,0,4,4,0.5921577300198443,0.5921577300198443,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
13,1,18:03,2283,2283,Dwight Murray Jr. Defensive Rebound.,4,0,4,6,0.5923320194906242,0.5923320194906242,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
14,1,17:57,2277,2277,Foul on Dwight Murray Jr..,4,0,4,0,0.5925939651426274,0.5925939651426274,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
15,1,17:57,2277,2277,Dwight Murray Jr. Turnover.,4,0,4,13,0.5925939651426274,0.5925939651426274,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
16,1,17:44,2264,2264,Eric Ting missed Layup.,4,0,4,3,0.5931635207693176,0.5931635207693176,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
17,1,17:41,2261,2261,Vincent Miszkiewicz Defensive Rebound.,4,0,4,9,0.5932953283113396,0.5932953283113396,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
18,1,17:32,2252,2252,Vincent Miszkiewicz made Jumper. Assisted by Drew Lutz.,6,0,6,16,0.6385026007939708,0.6385026007939708,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
19,1,17:16,2236,2236,Malik Bailey missed Layup.,6,0,6,3,0.639517169227522,0.639517169227522,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
20,1,17:13,2233,2233,Vincent Miszkiewicz Defensive Rebound.,6,0,6,11,0.6397078429973727,0.6397078429973727,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
21,1,17:02,2222,2222,Drew Lutz made Jumper.,8,0,8,17,0.6834158012684467,0.6834158012684467,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
22,1,16:45,2205,2205,Mitch Kwasigroch made Jumper.,8,2,6,31,0.6414931645846473,0.6414931645846473,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
23,1,16:14,2174,2174,Bryce Davis missed Jumper.,8,2,6,5,0.6434789222215519,0.6434789222215519,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
24,1,16:09,2169,2169,Malik Bailey Defensive Rebound.,8,2,6,2,0.6437998226673888,0.6437998226673888,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
25,1,16:07,2167,2167,Malik Bailey made Layup.,8,4,4,27,0.5974785649440478,0.5974785649440478,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
26,1,15:40,2140,2140,Drew Lutz Turnover.,8,4,4,0,0.59869625318022,0.59869625318022,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
27,1,15:40,2140,2140,Official TV Timeout,8,4,4,16,0.59869625318022,0.59869625318022,Incarnate Word,St. Francis (ILL),4,4,NA,401176399,2019-11-23
