game_id,date,opponent,location,team_score,opp_score,record
273140046,2007-11-10,Georgetown,A,53,68,0-1 (0-0)
273190152,2007-11-15,NC State,A,47,66,0-2 (0-0)
273242681,2007-11-20,Wagner,A,81,88,0-3 (0-0)
273292729,2007-11-25,Houston Baptist,H,79,70,1-3 (0-0)
273320257,2007-11-28,Richmond,A,55,58,1-4 (0-0)
273392670,2007-12-05,VCU,A,57,71,1-5 (0-1)
273412454,2007-12-07,North Florida,A,68,45,2-5 (0-1)
273542729,2007-12-20,VMI,H,72,83,2-6 (0-1)
273562729,2007-12-22,Montreat College,H,87,52,3-6 (0-1)
273632261,2007-12-29,Hampton,A,63,70,3-7 (0-1)
273652729,2007-12-31,Fairfield,H,71,50,4-7 (0-1)
280022729,2008-01-02,Delaware,H,51,58,4-8 (0-2)
280050295,2008-01-05,Old Dominion,A,70,61,5-8 (1-2)
280092729,2008-01-09,James Madison,H,69,66,6-8 (2-2)
280122247,2008-01-12,Georgia State,A,60,58,7-8 (3-2)
280162729,2008-01-16,Northeastern,H,55,53,8-8 (4-2)
280192729,2008-01-19,Towson,H,61,51,9-8 (5-2)
280232182,2008-01-23,Drexel,A,73,72,10-8 (6-2)
280262729,2008-01-26,Old Dominion,H,59,72,10-9 (6-3)
280300256,2008-01-30,James Madison,A,70,67,11-9 (7-3)
280332729,2008-02-02,UNC Wilmington,H,70,66,12-9 (8-3)
280372729,2008-02-06,Hofstra,H,74,62,13-9 (9-3)
280400111,2008-02-09,Northeastern,A,42,51,13-10 (9-4)
280440350,2008-02-13,UNC Wilmington,A,64,77,13-11 (9-5)
280470119,2008-02-16,Towson,A,52,64,13-12 (9-6)
280512729,2008-02-20,Drexel,H,57,50,14-12 (10-6)
280552729,2008-02-23,Loyola Chicago,H,66,71,14-13 (10-6)
280582244,2008-02-27,George Mason,A,54,60,14-14 (10-7)
280612729,2008-03-01,VCU,H,43,54,14-15 (10-8)
280672729,2008-03-07,Georgia State,N,58,57,15-15 (10-8)
280680295,2008-03-08,Old Dominion,N,63,60,16-15 (10-8)
280692670,2008-03-09,VCU,N,56,54,17-15 (10-8)
280702244,2008-03-10,George Mason,N,59,68,17-16 (10-8)
