game_id,away,home,away_rank,home_rank,away_score,home_score,date
401722397,Utah State,UNLV,22,NA,62,65,2025-01-16
401725541,Memphis,Temple,18,NA,81,88,2025-01-16
401721359,Michigan,Minnesota,20,NA,81,84,2025-01-16
401723697,Cheyney (PA),Coppin State,NA,NA,62,88,2025-01-16
401720813,Maine,NJIT,NA,NA,57,44,2025-01-16
401720814,New Hampshire,UMBC,NA,NA,79,76,2025-01-16
401720812,Bryant,UAlbany,NA,NA,89,79,2025-01-16
401714210,Stony Brook,Delaware,NA,NA,74,84,2025-01-16
401711670,Lipscomb,Bellarmine,NA,NA,87,53,2025-01-16
401711639,West Georgia,Florida Gulf Coast,NA,NA,60,82,2025-01-16
401727882,High Point,Longwood,NA,NA,80,82,2025-01-16
401720811,Binghamton,Vermont,NA,NA,64,72,2025-01-16
401714548,Marshall,James Madison,NA,NA,64,67,2025-01-16
401714547,Georgia Southern,Coastal Carolina,NA,NA,88,87,2025-01-16
401714546,App State,Old Dominion,NA,NA,62,43,2025-01-16
401714215,Charleston,Campbell,NA,NA,67,61,2025-01-16
401714214,Elon,Drexel,NA,NA,65,54,2025-01-16
401714213,William & Mary,Hampton,NA,NA,67,64,2025-01-16
401714212,Monmouth,North Carolina A&T,NA,NA,72,63,2025-01-16
401714211,Hofstra,Towson,NA,NA,60,65,2025-01-16
401714209,Northeastern,UNC Wilmington,NA,NA,72,80,2025-01-16
401711723,Central Arkansas,North Florida,NA,NA,80,92,2025-01-16
401711715,Queens University,Stetson,NA,NA,95,60,2025-01-16
401711654,North Alabama,Jacksonville,NA,NA,60,64,2025-01-16
401706217,Merrimack,Quinnipiac,NA,NA,76,81,2025-01-16
401706216,Marist,Saint Peter's,NA,NA,56,51,2025-01-16
401706215,Niagara,Fairfield,NA,NA,66,70,2025-01-16
401706214,Mount St. Mary's,Rider,NA,NA,60,66,2025-01-16
401706213,Sacred Heart,Siena,NA,NA,75,93,2025-01-16
401706212,Canisius,Iona,NA,NA,61,82,2025-01-16
401700195,Sam Houston,Kennesaw State,NA,NA,69,75,2025-01-16
401700194,Louisiana Tech,Jacksonville State,NA,NA,61,63,2025-01-16
401700192,New Mexico State,Florida International,NA,NA,59,52,2025-01-16
401700313,Western Illinois,Morehead State,NA,NA,47,51,2025-01-16
401720923,Sacramento State,Northern Arizona,NA,NA,53,77,2025-01-16
401719382,Portland State,Northern Colorado,NA,NA,69,72,2025-01-16
401714545,Louisiana,Arkansas State,NA,NA,63,83,2025-01-16
401711602,Eastern Kentucky,Austin Peay,NA,NA,90,97,2025-01-16
401706585,Utah Valley,UT Arlington,NA,NA,85,83,2025-01-16
401706582,California Baptist,Tarleton State,NA,NA,57,67,2025-01-16
401706518,North Dakota,South Dakota State,NA,NA,73,109,2025-01-16
401706517,Oral Roberts,South Dakota,NA,NA,82,92,2025-01-16
401706516,Kansas City,North Dakota State,NA,NA,64,71,2025-01-16
401700315,SIU Edwardsville,Tennessee State,NA,NA,87,80,2025-01-16
401700314,Southeast Missouri State,Tennessee Tech,NA,NA,77,70,2025-01-16
401700312,Lindenwood,Southern Indiana,NA,NA,73,80,2025-01-16
401700311,Eastern Illinois,UT Martin,NA,NA,63,68,2025-01-16
401721361,Maryland,Northwestern,NA,NA,74,76,2025-01-16
401721360,Rutgers,Nebraska,NA,NA,85,82,2025-01-16
401720924,Montana State,Idaho State,NA,NA,67,70,2025-01-16
401720547,Montana,Weber State,NA,NA,63,59,2025-01-16
401706583,Abilene Christian,Grand Canyon,NA,NA,58,88,2025-01-16
401700193,UTEP,Liberty,NA,NA,72,70,2025-01-16
401714322,UC Davis,Cal Poly,NA,NA,65,54,2025-01-16
401714320,Cal State Fullerton,UC Irvine,NA,NA,62,82,2025-01-16
401714319,UC Riverside,UC Santa Barbara,NA,NA,63,66,2025-01-16
401709984,UC San Diego,Long Beach State,NA,NA,80,54,2025-01-16
401706696,Santa Clara,Loyola Marymount,NA,NA,54,57,2025-01-16
401706695,Pacific,Portland,NA,NA,81,84,2025-01-16
401706694,San Francisco,Pepperdine,NA,NA,80,63,2025-01-16
401706693,Washington State,San Diego,NA,NA,65,61,2025-01-16
401706584,Utah Tech,Seattle U,NA,NA,62,82,2025-01-16
