player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
M. Baynham,F,19,5,6,0,0,6,8,0,1,1,1,1,0,1,2,16,TRUE,2013-11-08,Columbia International,H
A. Matias,F,21,4,6,0,1,2,6,4,8,12,1,1,0,1,1,10,TRUE,2013-11-08,Columbia International,H
J. Hewitt,G,20,9,16,3,7,4,5,0,3,3,4,2,0,2,4,25,TRUE,2013-11-08,Columbia International,H
T. Bussey,G,27,7,11,0,4,6,11,0,5,5,2,1,0,0,1,20,TRUE,2013-11-08,Columbia International,H
B. Holmes,G,18,1,2,1,1,0,0,0,5,5,4,0,1,2,1,3,TRUE,2013-11-08,Columbia International,H
K. Dunnican,F,6,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,FALSE,2013-11-08,Columbia International,H
S. Mike,F,12,2,3,0,0,3,3,1,3,4,0,0,0,0,3,7,FALSE,2013-11-08,Columbia International,H
K. Doyle,F,22,3,6,0,0,5,7,5,6,11,0,1,1,3,1,11,FALSE,2013-11-08,Columbia International,H
S. Kelly,F,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,FALSE,2013-11-08,Columbia International,H
Z. Altany,G,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2013-11-08,Columbia International,H
C. Rives,G,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,2013-11-08,Columbia International,H
T. Thomas,G,18,0,2,0,1,0,0,0,0,0,2,1,0,0,3,0,FALSE,2013-11-08,Columbia International,H
C. Diamond,G,28,6,12,3,7,1,3,0,5,5,4,3,0,1,0,16,FALSE,2013-11-08,Columbia International,H
TEAM,NA,NA,38,67,7,22,27,43,10,37,47,18,10,2,11,17,110,FALSE,2013-11-08,Columbia International,H
