game_id,away,home,away_rank,home_rank,away_score,home_score,date
401263407,Michigan,Purdue,7,NA,70,53,2021-01-22
401258519,Wright State,IUPUI,NA,NA,95,65,2021-01-22
401277841,Niagara,Quinnipiac,NA,NA,59,56,2021-01-22
401262211,St. Francis (PA),Sacred Heart,NA,NA,70,82,2021-01-22
401262210,Fairleigh Dickinson,Merrimack,NA,NA,71,76,2021-01-22
401262209,Mount St. Mary's,Central Connecticut,NA,NA,64,65,2021-01-22
401258545,Purdue Fort Wayne,Green Bay,NA,NA,59,77,2021-01-22
401258503,UIC,Youngstown State,NA,NA,67,66,2021-01-22
401257122,Georgia State,Appalachian State,NA,NA,71,80,2021-01-22
401257121,Troy,Coastal Carolina,NA,NA,81,90,2021-01-22
401278133,Kennesaw State,North Florida,NA,NA,54,69,2021-01-22
401277847,Marist,Rider,NA,NA,64,76,2021-01-22
401261895,Saint Peter's,Siena,NA,NA,68,62,2021-01-22
401258531,Northern Kentucky,Robert Morris,NA,NA,81,76,2021-01-22
401258473,Detroit Mercy,Oakland,NA,NA,81,86,2021-01-22
401257563,Jacksonville,North Alabama,NA,NA,81,82,2021-01-22
401257500,Stetson,Bellarmine,NA,NA,62,67,2021-01-22
401257305,Texas State,UL Monroe,NA,NA,57,47,2021-01-22
401257123,Little Rock,UT Arlington,NA,NA,66,59,2021-01-22
401257120,Arkansas State,Louisiana,NA,NA,68,81,2021-01-22
401257119,Georgia Southern,South Alabama,NA,NA,84,75,2021-01-22
401254225,Marshall,Florida International,NA,NA,79,66,2021-01-22
401254211,Charlotte,Florida Atlantic,NA,NA,53,66,2021-01-22
401254002,Southern Miss,UTSA,NA,NA,64,70,2021-01-22
401252727,UC Santa Barbara,CSU Northridge,NA,NA,105,58,2021-01-22
401252726,UC Davis,UC San Diego,NA,NA,69,89,2021-01-22
401252725,CSU Bakersfield,UC Riverside,NA,NA,47,45,2021-01-22
401252724,Cal Poly,UC Irvine,NA,NA,49,68,2021-01-22
401254704,Rice,UAB,NA,NA,68,78,2021-01-22
401262611,Nevada,Wyoming,NA,NA,64,71,2021-01-22
401258939,South Dakota,Western Illinois,NA,NA,65,60,2021-01-22
401257514,Florida Gulf Coast,Lipscomb,NA,NA,79,69,2021-01-22
401252728,Hawai'i,CSU Fullerton,NA,NA,67,83,2021-01-22
401258941,Denver,North Dakota State,NA,NA,58,70,2021-01-22
401258940,North Dakota,South Dakota State,NA,NA,73,92,2021-01-22
401262609,San Diego State,Air Force,NA,NA,98,61,2021-01-22
401258432,Milwaukee,Cleveland State,NA,NA,53,64,2021-01-22
401255057,Louisiana Tech,UTEP,NA,NA,74,82,2021-01-22
401253941,Grand Canyon,Dixie State,NA,NA,77,74,2021-01-22
