number,name,position,height,weight,class,hometown
0,Jason Preston,G,"6' 4""",187 lbs,SO,"Orlando, FL"
1,Michael Brown Jr.,G,"5' 10""",156 lbs,FR,"Rochester, NY"
2,Nate Springs,F,"6' 10""",205 lbs,FR,"Charlotte, NC"
3,Ben Roderick,F,"6' 5""",205 lbs,FR,"Powell, OH"
5,Ben Vander Plas,F,"6' 8""",232 lbs,SO,"Ripon, WI"
10,Connor Murrell,G,"6' 7""",215 lbs,JR,"Sioux City, IA"
11,Sylvester Ogbonda,F,"6' 10""",237 lbs,SR,"Port Harcourt, Nigeria"
12,John Tenerowicz,G,"6' 1""",185 lbs,SO,"Cleveland, OH"
15,Lunden McDay,G,"6' 3""",185 lbs,FR,"Akron, OH"
22,Nolan Foster,C,"6' 10""",222 lbs,FR,"Mattawan, MI"
23,Miles Brown,G,"6' 1""",180 lbs,FR,"Rochester, NY"
24,Mason McMurray,F,"6' 7""",220 lbs,FR,"Stow, OH"
35,Jordan Dartis,G,"6' 3""",185 lbs,SR,"Newark, OH"
44,Marvin Price,F,"6' 5""",228 lbs,FR,"Baltimore, MD"
